City,PM2_5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,Xylene,AT,RF,TOT-RF,date,day,month,year
Mumbai,NaN,80.37,1.47,3.96,5.43,2.73,3.74,0.26,41.21,15.52,NaN,11.47,27.44,82.02,1.17,204.29,359.34,NaN,NaN,29.14,NaN,0,12-04-2020,12,4,2020
Mumbai,NaN,NaN,1.8,5.33,7.13,2.48,3.78,0.3,29.97,10.2,NaN,9.99,25.89,82.94,1.06,190.97,130.09,NaN,NaN,29.05,NaN,0,13-04-2020,13,4,2020
Mumbai,NaN,NaN,2.32,8.86,11.18,2.64,4.2,0.31,43.56,12.54,NaN,13.32,23.32,79.21,0.94,214.76,221.9,NaN,NaN,29.93,NaN,0,14-04-2020,14,4,2020
Mumbai,NaN,NaN,2.65,3.94,6.58,3.02,4.62,0.34,37.82,13.77,NaN,11.57,29.58,80.77,1.14,202.77,242.91,NaN,NaN,29.31,NaN,0,15-04-2020,15,4,2020
Mumbai,NaN,NaN,1.25,3.89,5.14,2.86,3.74,0.26,37.03,17.04,NaN,9.63,21.01,81.86,1.52,205.54,197.08,NaN,NaN,29.41,NaN,0,16-04-2020,16,4,2020
Mumbai,NaN,NaN,2.03,2.6,4.63,2.69,3.96,0.26,25.48,17.67,NaN,10.76,24.16,81.06,1.07,202.81,370.84,NaN,NaN,29.53,NaN,0,17-04-2020,17,4,2020
Mumbai,NaN,NaN,2.51,4.61,7.12,2.48,4.08,0.23,28.32,16.71,NaN,15.3,25.6,77.28,0.92,216.74,193.83,NaN,NaN,30.17,NaN,0,18-04-2020,18,4,2020
Mumbai,NaN,NaN,1.7,4.11,5.81,2.39,3.84,0.27,35.73,16.18,NaN,9.48,22.96,77.2,1.11,221.32,211.59,NaN,NaN,30.56,NaN,0,19-04-2020,19,4,2020
Mumbai,18.92,59.2,1.68,6.61,8.29,2.84,4.19,0.33,37.24,11.97,NaN,13.41,24.67,69.32,1.17,232.13,406.06,NaN,NaN,31.43,NaN,0,20-04-2020,20,4,2020
Mumbai,17.24,47.28,1.33,3.52,4.85,4.17,3.78,0.25,34.54,12.33,NaN,11.79,24.24,71.7,0.97,228.49,447.25,NaN,NaN,30.42,NaN,0,21-04-2020,21,4,2020
Mumbai,18.76,54.37,1.51,3.53,5.04,2.67,3.88,0.24,26.52,10.55,NaN,12.85,23.59,77.46,0.81,213.52,312.98,NaN,NaN,29.98,NaN,0,22-04-2020,22,4,2020
Mumbai,20.04,51.74,2.07,3.55,5.61,2.23,4.07,0.26,21.14,9.7,NaN,13.65,22.28,77.61,0.88,219.26,165.88,NaN,NaN,30.3,NaN,0,23-04-2020,23,4,2020
Mumbai,18.61,47.22,1.94,3.51,5.45,2.22,3.92,0.27,21.73,11.87,NaN,9.65,22.11,77.36,0.8,221.61,390.83,NaN,NaN,30.38,NaN,0,24-04-2020,24,4,2020
Mumbai,13.77,44.6,1.49,3.15,4.61,2.08,3.93,0.24,31.26,8.34,NaN,11.16,24.39,72.79,0.84,228.45,314.11,NaN,NaN,30.3,NaN,0,25-04-2020,25,4,2020
Mumbai,17.8,47.19,2.46,3.73,6.19,1.96,4.36,0.26,23.28,11.92,NaN,10.81,22.67,75.2,0.84,211.78,379.2,NaN,NaN,29.7,NaN,0,26-04-2020,26,4,2020
Mumbai,16.09,43.73,1.67,3.84,5.5,2.26,3.76,0.24,25.27,14.97,NaN,10.81,25.08,72.01,0.87,230.83,411.95,NaN,NaN,30.25,NaN,0,27-04-2020,27,4,2020
Mumbai,19.41,51.06,1.46,5.62,7.08,1.7,3.78,0.27,37.37,11.42,NaN,8.03,27.25,76.61,1.06,233.52,373.95,NaN,NaN,30.21,NaN,0,28-04-2020,28,4,2020
Mumbai,21.4,63.08,2.65,2.34,4.74,1.55,4.4,0.25,18.31,11.79,NaN,13.32,21.43,76.87,0.98,224.9,210.48,NaN,NaN,30.81,NaN,0,29-04-2020,29,4,2020
Mumbai,21.21,59.54,1.79,3.86,5.65,1.54,3.82,0.23,25.69,13.63,NaN,11.62,23.12,77.65,1.2,216.63,393.55,NaN,NaN,30.55,NaN,0,30-04-2020,30,4,2020
Mumbai,14.99,48.29,1.32,4.46,5.78,1.37,3.7,0.22,26.95,8.29,NaN,11.68,24.18,75.92,0.9,238.63,185.79,NaN,NaN,30.68,NaN,0,01-05-2020,1,5,2020
Mumbai,12.88,45.47,1.62,5.21,6.84,1.03,3.74,0.22,28.98,8.46,NaN,9.03,25.13,76.2,0.91,230.9,160.21,NaN,NaN,30.59,NaN,0,02-05-2020,2,5,2020
Mumbai,11.36,39.09,1.14,3.64,4.78,1.08,3.7,0.23,30.16,11.43,NaN,12.01,22.98,77.27,0.97,231.43,189.04,NaN,NaN,30.51,NaN,0,03-05-2020,3,5,2020
Mumbai,11.2,42.31,2.39,5.47,7.86,1.15,3.79,0.23,22.51,11.61,NaN,14.58,19.51,77.37,0.95,229.99,214.26,NaN,NaN,30.24,NaN,0,04-05-2020,4,5,2020
Mumbai,11.14,45,1.82,5.51,7.33,1.21,3.74,0.22,26.36,11.19,NaN,13.28,26.04,77.56,0.97,234.95,209.96,NaN,NaN,30.56,NaN,0,05-05-2020,5,5,2020
Mumbai,13.27,57.39,1.77,5.22,6.98,1.05,3.89,0.21,24.47,11.07,NaN,8.98,21.76,78.66,0.87,225.81,76.44,NaN,NaN,30.89,NaN,0,06-05-2020,6,5,2020
Mumbai,14.19,49.85,1.47,5.26,6.72,1.49,3.85,0.21,32.16,9.2,NaN,13.7,23.67,78.09,0.95,232.02,210.69,NaN,NaN,30.24,NaN,0,07-05-2020,7,5,2020
Mumbai,15.41,60.49,2.11,7.71,9.82,1.34,3.89,0.22,29.68,9.69,NaN,11.39,24.16,75.72,0.84,236.44,214.5,NaN,NaN,30.24,NaN,0,08-05-2020,8,5,2020
Mumbai,15.61,56.39,2.17,6.64,8.8,1.14,4.03,0.21,25.37,11.37,NaN,11.63,28.24,76.25,0.87,233.82,334.58,NaN,NaN,30.49,NaN,0,09-05-2020,9,5,2020
Mumbai,14,52.06,1.37,4.37,5.74,1.1,3.84,0.24,27.58,12.55,NaN,13.92,22.61,76.8,0.9,235.62,329.64,NaN,NaN,30.52,NaN,0,10-05-2020,10,5,2020
Mumbai,21.06,68.46,3.07,4.58,7.64,1.11,4.37,0.25,17.99,9.23,NaN,11.24,23.44,78.03,0.93,224.51,378.94,NaN,NaN,30.4,NaN,0,11-05-2020,11,5,2020
Mumbai,12.78,53.46,2.67,5.1,7.77,1.51,3.95,0.22,20.45,11.76,NaN,11.67,20.82,77.07,0.95,227.75,334.37,NaN,NaN,30.23,NaN,0,12-05-2020,12,5,2020
Mumbai,14.2,59.8,2.26,6.31,8.58,1.46,3.93,0.21,25.83,8.54,NaN,9.92,25.94,76.12,0.93,235.2,292.85,NaN,NaN,30.75,NaN,0,13-05-2020,13,5,2020
Mumbai,14.01,58.94,2.68,5.44,8.12,1.32,4.03,0.22,21.17,9.51,NaN,9.24,18.98,76.54,0.99,231.79,365.54,NaN,NaN,30.98,NaN,0,14-05-2020,14,5,2020
Mumbai,16.73,64.8,3.09,6.23,9.32,1.15,4.12,0.23,18.75,14.91,NaN,9.15,24.67,75.28,1.02,236.19,247.29,NaN,NaN,31.1,NaN,0,15-05-2020,15,5,2020
Mumbai,35.85,122.24,1.9,5.62,7.45,1.31,3.99,0.21,26.02,10.67,NaN,10.77,30.03,76.42,1.03,240.55,271.06,NaN,NaN,31.12,NaN,0,16-05-2020,16,5,2020
Mumbai,37.15,117.46,1.11,4.42,5.53,2.15,3.93,0.21,36.72,11.53,NaN,12.21,28.15,74.86,0.94,241.3,314.95,NaN,NaN,30.89,NaN,0,17-05-2020,17,5,2020
Mumbai,24.43,85.31,1.73,6.26,7.99,1.41,3.85,0.21,35,10.88,NaN,12.01,22.17,75.71,1.07,241.1,306.35,NaN,NaN,30.53,NaN,0,18-05-2020,18,5,2020
Mumbai,17.9,61.94,2.01,6.98,8.99,1.24,3.88,0.2,32.53,7.55,NaN,9.71,21.33,72.8,0.91,243.27,391.39,NaN,NaN,30.77,NaN,0,19-05-2020,19,5,2020
Mumbai,12.69,44.21,1.59,5.64,7.22,1.05,3.98,0.19,32.09,11.81,NaN,10.53,25.48,73.13,0.86,230.68,291.01,NaN,NaN,30.56,NaN,0,20-05-2020,20,5,2020
Mumbai,10.71,43.67,1.98,5.28,7.26,0.78,3.99,0.2,28.54,7.91,NaN,12.39,26.48,74.07,0.91,224.4,203.38,NaN,NaN,30.81,NaN,0,21-05-2020,21,5,2020
Mumbai,12.24,41.59,1.6,6.75,8.35,0.76,3.89,0.21,33.53,NaN,NaN,NaN,NaN,74.56,0.85,235.07,368.39,NaN,NaN,30.95,NaN,0,22-05-2020,22,5,2020
Mumbai,13.49,46.71,2.01,6.04,8.04,0.8,3.95,0.22,28.51,NaN,NaN,NaN,NaN,76.39,1.01,240.43,289.01,NaN,NaN,30.74,NaN,0,23-05-2020,23,5,2020
Mumbai,12.29,43.1,1.39,4.87,6.25,0.86,3.94,0.22,28.28,NaN,NaN,NaN,NaN,79.02,0.96,251.77,329.84,NaN,NaN,30.73,NaN,0,24-05-2020,24,5,2020
Mumbai,14.38,56.42,1.57,4.84,6.42,0.77,3.97,0.21,27.76,NaN,NaN,NaN,NaN,79.6,0.95,242.66,238.24,NaN,NaN,30.99,NaN,0,25-05-2020,25,5,2020
Mumbai,14.82,58.69,1.57,5.4,6.96,0.75,3.96,0.2,28.5,NaN,NaN,NaN,NaN,77.95,1.05,224.46,169.9,NaN,NaN,31.07,NaN,0,26-05-2020,26,5,2020
Mumbai,13.09,50.12,1.75,5.28,7.02,1.01,3.92,0.21,28.58,NaN,NaN,NaN,NaN,76.09,1,232.96,304.03,NaN,NaN,31.01,NaN,0,27-05-2020,27,5,2020
Mumbai,13.06,53.12,1.67,3.64,5.27,0.88,4.01,0.21,25.1,NaN,NaN,NaN,NaN,74.81,1.19,227.29,281.3,NaN,NaN,31.32,NaN,0,28-05-2020,28,5,2020
Mumbai,7.42,39.23,2.14,5.15,7.29,0.44,4.04,0.18,22.32,NaN,NaN,NaN,NaN,76.3,0.96,223.82,327.78,NaN,NaN,31.52,NaN,0,29-05-2020,29,5,2020
Mumbai,9.03,38.6,3.14,5.59,8.73,0.31,4.1,0.18,18.37,NaN,NaN,NaN,NaN,75.04,0.96,246.89,346.41,NaN,NaN,32.07,NaN,0,30-05-2020,30,5,2020
Mumbai,10.77,40.6,1.52,3.22,4.74,0.57,4.05,0.17,21.78,NaN,NaN,NaN,NaN,75.1,1.17,242,298.04,NaN,NaN,31.63,NaN,0,31-05-2020,31,5,2020
Mumbai,15.18,38.82,2.73,9.56,12.29,0.97,4.11,0.32,23.04,NaN,NaN,NaN,NaN,80.12,0.84,196.06,135.45,NaN,NaN,29.44,NaN,0,01-06-2020,1,6,2020
Mumbai,23.37,52.45,3.32,11.79,15.11,3.74,4.52,0.54,39.4,NaN,NaN,NaN,NaN,81,0.83,193.78,95.49,999.37,NaN,28.77,NaN,0,02-06-2020,2,6,2020
Mumbai,7.5,19.22,2.48,5.11,7.59,4.14,4.57,0.27,40.28,NaN,NaN,NaN,NaN,90.03,1.93,199.37,53.9,994.71,NaN,26.48,NaN,0,03-06-2020,3,6,2020
Mumbai,11.14,35.66,3.16,8.37,11.53,2.81,4.51,0.36,27.08,NaN,NaN,NaN,NaN,91.01,1.1,171.64,79.88,999.84,NaN,26.34,NaN,0,04-06-2020,4,6,2020
Mumbai,7.24,25.69,2.52,6.65,9.17,5.18,4.34,0.27,44.9,NaN,NaN,NaN,NaN,80.07,1.32,178.56,162.62,NaN,NaN,27.65,NaN,0,05-06-2020,5,6,2020
Mumbai,6.12,23.42,3,3.96,6.96,7.88,4.53,0.22,24.83,NaN,NaN,NaN,NaN,88.38,1.53,181.48,223.98,NaN,NaN,27.87,NaN,0,06-06-2020,6,6,2020
Mumbai,7.75,27.07,3,4.36,7.29,6.68,4.56,0.21,27.18,NaN,NaN,NaN,NaN,78.55,1.29,191.82,399.34,NaN,NaN,29.05,NaN,0,07-06-2020,7,6,2020
Mumbai,5.29,19.7,2.53,5.46,7.99,2.96,4.42,0.22,38.9,NaN,NaN,NaN,NaN,83.55,1.2,191.22,306.1,NaN,NaN,27.13,NaN,0,08-06-2020,8,6,2020
Mumbai,5.62,24.58,3.42,4.44,7.86,3.23,4.58,0.21,23.74,NaN,NaN,NaN,NaN,82.98,1.15,197.18,323.52,NaN,NaN,28.61,NaN,0,09-06-2020,9,6,2020
Mumbai,10.24,32.08,5.4,4.75,10.09,1.97,4.82,0.24,17.16,NaN,NaN,NaN,NaN,83.47,1.09,196.87,426.15,NaN,NaN,29.31,NaN,0,10-06-2020,10,6,2020
Mumbai,7.04,26.81,4.14,3.78,7.91,1.42,4.84,0.22,20.07,NaN,NaN,NaN,NaN,86.63,1.31,200.01,400.82,998.58,NaN,28.58,NaN,0,11-06-2020,11,6,2020
Mumbai,9.62,29.24,5.91,7.1,13.01,1.74,5.04,0.29,19.25,NaN,NaN,NaN,NaN,83.86,1.24,191.72,272.25,997.45,NaN,28.91,NaN,0,12-06-2020,12,6,2020
Mumbai,7.9,19.57,3.6,4.71,8.31,1.84,4.95,0.24,21.74,1.07,NaN,17.53,21.5,84.88,1.2,206.12,252.14,997.58,NaN,28.74,NaN,0,13-06-2020,13,6,2020
Mumbai,6.03,22.83,4.65,5.14,9.79,0.96,5.08,0.23,22.24,1.6,NaN,10.41,29.98,82.68,1.4,194.77,339.94,998.79,NaN,29.66,NaN,0,14-06-2020,14,6,2020
Mumbai,6.1,20.2,6.52,7.72,14.23,0.82,5.37,0.3,15.04,1.6,NaN,9.85,23.66,89.31,0.89,183.1,265.2,998.63,NaN,28.4,NaN,0,15-06-2020,15,6,2020
Mumbai,5.92,22.24,3.75,8.4,12.14,0.87,5.2,0.3,28.34,1.53,NaN,13.18,27.92,91.92,0.97,195.26,89.73,997.87,NaN,27.64,NaN,0,16-06-2020,16,6,2020
Mumbai,3.66,12.73,3.52,5.46,8.98,1.73,4.95,0.25,21.65,1.94,NaN,10.29,29.78,90.31,1.04,177.96,NaN,998.13,NaN,27.25,NaN,0,17-06-2020,17,6,2020
Mumbai,8.13,24.57,6.54,10.06,16.6,1.28,5.39,0.3,13.19,1.33,NaN,10.15,20.75,92.27,1.23,155.81,58.23,998.79,NaN,27.09,NaN,0,18-06-2020,18,6,2020
Mumbai,16,69.89,7.77,5.33,12.95,1.03,5.68,0.28,10.03,1.26,NaN,11.32,30.14,89.02,1.22,192.27,384.13,NaN,NaN,28.85,NaN,0,19-06-2020,19,6,2020
Mumbai,14.07,67.01,3.76,1.99,5.52,1.57,5.37,0.21,14.56,1.66,NaN,11.84,23.95,86.06,1.56,211.6,415.56,NaN,NaN,29.28,NaN,0,20-06-2020,20,6,2020
Mumbai,11.07,47.77,2.64,2.69,5.11,1,5.07,0.19,17.03,1.23,NaN,14.78,24.06,84.67,1.38,212.37,338.34,999.83,NaN,29.16,NaN,0,21-06-2020,21,6,2020
Mumbai,10.74,46.04,4.33,2.72,6.83,0.49,5.19,0.2,15.42,1.5,NaN,11.78,27.05,86,1.25,205.14,388.94,999.32,NaN,28.71,NaN,0,22-06-2020,22,6,2020
Mumbai,9.82,28.99,3.16,3.35,6.46,1.21,4.97,0.21,17.23,1.48,NaN,10.24,25.34,83.16,1.44,185.22,395.11,999.62,NaN,28.68,NaN,0,23-06-2020,23,6,2020
Mumbai,7.17,21.32,3.77,4.04,7.76,2.91,4.92,0.2,17.7,1.49,NaN,12.38,28.86,80.98,1.34,196.85,424.05,999.96,NaN,29.17,NaN,0,24-06-2020,24,6,2020
Mumbai,10.97,37.1,4.88,3.8,7.99,1.31,5.31,0.24,13.91,1.54,NaN,12.32,27.8,83.07,1.33,207.15,414.38,999.2,NaN,29.52,NaN,0,25-06-2020,25,6,2020
Mumbai,12.74,38.94,6.88,3.35,8.49,0.86,5.75,0.25,9.92,1.43,NaN,13.31,27.47,83.73,1.04,204.87,266.35,999.41,NaN,29.51,NaN,0,26-06-2020,26,6,2020
Mumbai,17.99,55.62,6.88,3.58,8.64,0.75,5.5,0.24,11.68,1.58,NaN,9.63,25.99,80.6,1.08,209.69,325.45,999.57,NaN,30.11,NaN,0,27-06-2020,27,6,2020
Mumbai,11.37,36.19,5.11,3.2,8.07,0.69,5.35,0.22,12.87,1.35,NaN,13.24,25.18,84.32,1.21,187.63,278.71,999.35,NaN,29.11,NaN,0,28-06-2020,28,6,2020
Mumbai,12.12,27.36,5.28,4.55,9.26,0.48,5.31,0.21,17.18,1.24,NaN,12.17,21.27,85.33,1.19,204.92,407.62,999.17,NaN,28.76,NaN,0,29-06-2020,29,6,2020
Mumbai,2.34,7.21,4.1,3.51,7.52,0.34,5.45,0.21,18.49,1.5,NaN,12.45,22.78,90.83,1.59,194.02,307.24,998.68,NaN,27.49,NaN,0,30-06-2020,30,6,2020
Mumbai,2.78,11.59,4.34,2.65,6.99,0.42,5.44,0.19,15.36,0.99,NaN,10.58,29.4,88.01,1.31,187.55,326.88,999.17,NaN,27.95,NaN,0,01-07-2020,1,7,2020
Mumbai,2.98,17.7,5.22,3.37,8.59,0.78,5.43,0.19,12.81,1.44,NaN,13.5,25.05,88.45,1.18,193.55,350.36,999.03,NaN,27.86,NaN,0,02-07-2020,2,7,2020
Mumbai,3.1,23.3,6.03,5.98,12.01,0.43,5.72,0.2,19.4,1.64,NaN,11.61,20.44,96.53,1.54,188.04,52.86,998.8,NaN,25.94,NaN,0,03-07-2020,3,7,2020
Mumbai,6.38,24.43,2.75,3.59,6.28,0.24,5.57,0.19,24.71,1.45,NaN,10.82,25.55,97.17,1.57,202.45,48.29,997.37,NaN,26,NaN,0,04-07-2020,4,7,2020
Mumbai,11.84,61.06,1.2,1.2,2.3,0.16,5.5,0.17,26.23,1.97,NaN,11.01,25.8,95.27,2.01,199.79,52.32,997.21,NaN,26.49,NaN,0,05-07-2020,5,7,2020
Mumbai,15.45,77.76,1.89,2.47,3.99,0.1,5.73,0.17,23.4,1.87,NaN,12.62,22.68,89.2,2.37,211.83,274.19,995.58,NaN,28.23,NaN,0,06-07-2020,6,7,2020
Mumbai,NaN,NaN,2.19,2.69,4.82,0.04,6.4,0.2,19.6,1.61,NaN,12.09,31,95.7,1.69,200.15,118.51,996.84,NaN,27.16,NaN,0,07-07-2020,7,7,2020
Mumbai,7.49,67.43,3,2.35,5.35,0.03,7.73,0.14,15.83,2.03,NaN,11.43,23.99,92.4,1.52,214.87,287.47,999.15,NaN,28.04,NaN,0,08-07-2020,8,7,2020
Mumbai,7.9,62.57,4.88,6.21,11.09,0.7,3.22,0.06,10.82,NaN,NaN,NaN,NaN,92.28,1.22,199.45,255.66,999.76,NaN,27.88,NaN,0,09-07-2020,9,7,2020
Mumbai,6.33,47.76,4.55,5.04,9.6,0.19,4.1,0.02,11.01,NaN,NaN,NaN,NaN,86.1,1.6,216.85,362.12,999.52,NaN,29.21,NaN,0,10-07-2020,10,7,2020
Mumbai,6.31,41.54,3.52,4.69,8.21,0.22,5.89,0.02,10.96,NaN,NaN,NaN,NaN,86.82,1.33,211.84,378.36,999.9,NaN,28.95,NaN,0,11-07-2020,11,7,2020
Mumbai,6.48,16.99,5.82,9.99,15.81,0.04,7.16,0.09,9.18,1.36,NaN,11.23,16.96,97.34,0.94,162.48,112.84,NaN,NaN,25.53,NaN,0,12-07-2020,12,7,2020
Mumbai,5.23,20.41,7.65,8.79,16.44,0.08,8.21,0.12,8.14,1.4,NaN,10.9,29.38,93.09,0.97,177.11,285.85,999.54,NaN,27.04,NaN,0,13-07-2020,13,7,2020
Mumbai,4.17,17.32,6.54,9.69,16.22,0.46,8.33,0.08,9.16,1.35,NaN,11.21,27.44,95.26,1.17,168.26,116.29,999.29,NaN,26.17,NaN,0,14-07-2020,14,7,2020
Mumbai,2.98,14.34,8.47,11.02,19.49,0.62,8.76,0.09,11.67,1.54,NaN,12.33,16.66,98.62,1.24,184.94,53.36,998.75,NaN,25.24,NaN,0,15-07-2020,15,7,2020
Mumbai,3.73,16.56,5.88,10.3,16.18,0.04,8.72,0.03,15.62,1.4,NaN,10.65,30.8,99.07,1.31,181.73,101.91,996.03,NaN,25.36,NaN,0,16-07-2020,16,7,2020
Mumbai,6.14,20.85,4.7,9.37,14.06,NaN,9.5,0.08,13.99,1.29,NaN,11.13,24.89,97.17,1.11,179.39,156.71,995.6,NaN,25.83,NaN,0,17-07-2020,17,7,2020
Mumbai,8.15,40.14,4.79,8.09,12.88,0.04,10.87,0.06,8.69,1.69,NaN,10.93,25.23,91.91,1.16,186.52,341.78,998.44,NaN,27.54,NaN,0,18-07-2020,18,7,2020
Mumbai,11.05,59.24,3.66,5.26,8.92,0.35,10.26,0.04,11.65,1.49,NaN,12.62,30.51,87,1.25,214.11,400.29,NaN,NaN,28.9,NaN,0,19-07-2020,19,7,2020
Mumbai,9.7,65.78,4.23,6.41,10.64,0.15,9.76,0.03,14.66,2.04,NaN,11.46,28.83,84.43,1.29,217.16,400.72,999.45,NaN,29.09,NaN,0,20-07-2020,20,7,2020
Mumbai,6.69,42.65,6.62,6.83,13.45,0.08,9.98,0.05,9.35,1.32,NaN,10.49,26.84,87.15,0.97,200.56,264.87,999.8,NaN,28.55,NaN,0,21-07-2020,21,7,2020
Mumbai,5.51,30.48,9.33,8.66,17.99,0.83,10.72,0.09,8.46,1.61,NaN,12.84,24.02,83.93,1.01,198.13,283.49,NaN,NaN,28.87,NaN,0,22-07-2020,22,7,2020
Mumbai,6.1,26.69,6.96,8.31,15.27,0.49,10.67,0.09,10.23,1.26,NaN,11.63,30.07,88.11,0.83,196.76,212.5,999.97,NaN,28.38,NaN,0,23-07-2020,23,7,2020
Mumbai,10.79,30.05,11.65,10.54,22.19,NaN,11.83,0.21,6.86,1.65,NaN,12.18,27.12,90.76,0.66,181.78,133.84,NaN,NaN,27.02,NaN,0,24-07-2020,24,7,2020
Mumbai,17,38.6,8.4,9.52,17.92,1.23,11.55,0.17,9,1.64,NaN,13.98,23.37,84.17,0.9,180.5,226.81,NaN,NaN,28.11,NaN,0,25-07-2020,25,7,2020
Mumbai,62.18,52.46,7.79,5.31,13.1,0.77,12.74,0.16,8.66,1.48,NaN,11.96,20.95,86.98,0.99,171.65,232.8,NaN,NaN,27.74,NaN,0,26-07-2020,26,7,2020
Mumbai,3.35,20.98,7.1,9.01,16.11,0.22,11.06,0.1,12.21,1.72,NaN,9.33,26.96,94.46,1.39,211.87,97.53,NaN,NaN,26.25,NaN,0,27-07-2020,27,7,2020
Mumbai,10.02,20.47,16.81,16.02,32.83,0.06,12.86,0.28,5.37,1.98,NaN,8.68,26.84,97.24,1.01,165.9,41.38,NaN,NaN,25.56,NaN,0,28-07-2020,28,7,2020
Mumbai,13.1,31,23.04,12.6,35.64,0.19,15.14,0.32,4.9,1.27,NaN,11.3,25.14,96.42,0.68,172.62,188.76,999.62,NaN,26.28,NaN,0,29-07-2020,29,7,2020
Mumbai,3.26,16.49,12.03,8.82,20.85,0.36,14.07,0.21,7.43,1.48,NaN,8.87,26.51,91.15,0.72,186.89,212.64,999.81,NaN,27.12,NaN,0,30-07-2020,30,7,2020
Mumbai,NaN,23.84,8.16,6.97,15.14,0.27,13.39,0.17,8.62,1.51,NaN,10.45,29.17,88.04,0.95,188.84,266.58,999.39,NaN,27.8,NaN,0,31-07-2020,31,7,2020
Mumbai,NaN,18.91,6.43,5.75,12.18,0.14,12.93,0.09,8.51,1.93,NaN,12.02,23.11,86.68,1.13,175.48,158.98,999.04,NaN,28.2,NaN,0,01-08-2020,1,8,2020
Mumbai,NaN,9.9,4.25,4.76,9.01,0.18,12.66,0.06,10.56,1.79,NaN,9.45,27.26,86.23,1.31,187.58,257.61,998.58,NaN,28.21,NaN,0,02-08-2020,2,8,2020
Mumbai,2.16,13.47,3.96,5.54,9.49,0.18,12.1,0.06,12.35,1.3,NaN,9.62,22.34,90.71,1.32,198.72,223.69,996.79,NaN,27.09,NaN,0,03-08-2020,3,8,2020
Mumbai,3.83,33.59,4.1,6.01,10.1,0.4,11.83,0.03,19.9,1.47,NaN,11.7,23.59,97.2,2.36,214.35,77.55,993.35,NaN,25.71,NaN,0,04-08-2020,4,8,2020
Mumbai,9,41.92,2.35,6.3,8.6,NaN,12.06,0.05,28.93,1.99,NaN,12.17,26.62,97.07,3.08,213.91,10.74,990.77,NaN,25.52,NaN,0,05-08-2020,5,8,2020
Mumbai,6.34,35.16,1.27,7.2,8.47,0.61,10.86,0.04,40.77,1.51,NaN,13.29,22.76,96.79,2.24,218.06,57.84,992.34,NaN,25.61,NaN,0,06-08-2020,6,8,2020
Mumbai,8.3,59.91,2.43,6.08,8.5,0.31,10.96,0.04,22.26,1.86,NaN,14.16,27.14,92.2,1.74,218.23,126.15,997.4,NaN,26.93,NaN,0,07-08-2020,7,8,2020
Mumbai,8.8,64.2,2.75,6.27,9.02,0.21,10.99,0.03,17,1.5,NaN,12.77,24.02,88.64,1.85,219.91,200.6,999.92,NaN,27.72,NaN,0,08-08-2020,8,8,2020
Mumbai,11.43,70.39,4.23,7.01,11.24,0.24,11.39,0.05,16.4,1.66,NaN,11.56,27.92,85.71,1.61,220.15,235.24,999.44,NaN,28.55,NaN,0,09-08-2020,9,8,2020
Mumbai,9.5,54.36,8.53,10.25,18.78,0.2,11.89,0.1,14.08,1.46,NaN,10.98,22.64,89.2,1.43,215.38,154.92,999.59,NaN,27.85,NaN,0,10-08-2020,10,8,2020
Mumbai,8.64,52.74,4.82,9.79,14.61,0.14,11.55,0.05,17.79,1.59,NaN,11.28,22.32,88.37,1.8,221.39,103.91,NaN,NaN,27.71,NaN,0,11-08-2020,11,8,2020
Mumbai,6.66,38,3.27,8.16,11.42,0.17,11.06,0.03,20.54,1.64,NaN,11.68,24.02,94.06,2.38,224.75,53.19,NaN,NaN,26.37,NaN,0,12-08-2020,12,8,2020
Mumbai,6.07,44.5,6.52,10.35,16.87,0.12,11.46,0.06,16.65,1.81,NaN,10.56,19.03,91.5,2.02,215.51,116.78,999.92,NaN,26.98,NaN,0,13-08-2020,13,8,2020
Mumbai,6.31,38.91,2.34,6.38,8.69,0.13,11.19,0.04,21.66,2.18,NaN,15.01,23.15,94.59,2.2,222.84,45.02,998.97,NaN,25.87,NaN,0,14-08-2020,14,8,2020
Mumbai,8.33,47.23,1.3,4.62,5.92,0.18,11.21,0.04,21.63,1.57,NaN,11.69,22.09,92.68,2.37,225.91,91,998.73,NaN,26.69,NaN,0,15-08-2020,15,8,2020
Mumbai,NaN,51.99,4.57,6.29,10.86,0.12,12.08,0.08,13.18,1.93,NaN,10.99,30.42,91.09,1.61,214.37,89.42,999.41,NaN,27.2,NaN,0,16-08-2020,16,8,2020
Mumbai,NaN,44.28,4.6,7.37,11.98,0.1,12.26,0.08,13.27,1.59,NaN,13.97,18.76,93.87,1.61,212.56,51.35,999.3,NaN,26.41,NaN,0,17-08-2020,17,8,2020
Mumbai,NaN,39.66,4.19,6.75,10.94,0.07,12.1,0.07,13.65,1.55,NaN,14.29,24.24,92.48,1.83,219.87,140.69,999.93,NaN,26.47,NaN,0,18-08-2020,18,8,2020
Mumbai,NaN,47.82,5.44,6.96,12.4,0.06,11.79,0.05,14.4,1.65,NaN,11.97,22.33,89.85,2,223.63,208.35,999.82,NaN,26.96,NaN,0,19-08-2020,19,8,2020
Mumbai,NaN,35.08,4.36,6.41,10.77,0.12,11.84,0.04,12.77,1.81,NaN,10.74,27.92,93,1.83,222.49,64.73,999.26,NaN,26.32,NaN,0,20-08-2020,20,8,2020
