City,PM2_5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,Xylene,AT,RF,TOT-RF,date,day,month,year
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,01-06-2019,1,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,02-06-2019,2,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,03-06-2019,3,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,04-06-2019,4,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,05-06-2019,5,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,06-06-2019,6,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,07-06-2019,7,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,08-06-2019,8,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,09-06-2019,9,6,2019
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10-06-2019,10,6,2019
Mumbai,17.68,71.75,7.77,25.71,33.48,17.43,5.81,0.38,41.26,3.82,NaN,8.06,66.62,71.9,1.04,214.22,388.96,997.59,NaN,31.6,NaN,0,11-06-2019,11,6,2019
Mumbai,13.43,44.32,4.35,13.28,17.47,16.61,5.15,0.26,21.67,2.74,NaN,6.24,55.55,80.38,1.5,171.86,203.58,997.65,NaN,28.03,NaN,0,12-06-2019,12,6,2019
Mumbai,12.76,57.66,3.56,8.42,11.98,18.01,1.95,0.3,19.06,2.92,NaN,6.66,34.88,84.8,1.77,182.4,372.14,999.38,NaN,28.12,NaN,0,13-06-2019,13,6,2019
Mumbai,15.39,66.92,5.7,7.4,13.1,16.8,2.21,0.09,10.76,2.29,NaN,5.53,61.85,87.17,1.49,190.7,327.94,1000.56,NaN,28.03,NaN,0,14-06-2019,14,6,2019
Mumbai,12.11,61.28,6.34,6.02,12.23,15.85,3.6,0.04,9.53,2.81,NaN,6.05,77.1,89.2,1.42,190.32,310.38,1002.22,NaN,28.14,NaN,0,15-06-2019,15,6,2019
Mumbai,10.32,64.33,3.26,3.28,6.54,11.25,1.81,0.03,9.65,2.15,NaN,6.08,58.99,85.74,1.41,203.19,325.68,1004.03,NaN,28.96,NaN,0,16-06-2019,16,6,2019
Mumbai,12.21,72.51,7.51,3.88,11.4,7.91,2.41,0.07,9.22,2.68,NaN,12.15,70.93,82.39,1.66,215.26,352.21,1004.67,NaN,29.32,NaN,0,17-06-2019,17,6,2019
Mumbai,14.09,66.19,7.6,6.44,14.04,6.58,2.76,0.1,10.17,2.29,NaN,67.54,235.76,85.05,1.41,213.72,243.25,1002.68,NaN,28.15,NaN,0,18-06-2019,18,6,2019
Mumbai,11.76,70,11.01,7.12,18.13,6.89,1.93,0.06,8.24,2.37,NaN,23.22,115.59,86.1,0.97,205.68,276.81,1001.95,NaN,28.27,NaN,0,19-06-2019,19,6,2019
Mumbai,16.02,103.67,12.66,8.54,21.2,7.32,1.68,0.09,8.84,2.35,NaN,8.51,65.7,77.47,0.9,229.82,393.82,1002.98,NaN,30.26,NaN,0,20-06-2019,20,6,2019
Mumbai,13.78,88.08,13.24,7.27,20.21,7.36,1.56,0.25,7.88,4.01,NaN,7.57,67.77,76.96,0.93,227.95,363.56,1003.35,NaN,30.07,NaN,0,21-06-2019,21,6,2019
Mumbai,19.75,94.68,12.15,12.47,24.62,8.75,1.24,0.31,12.08,2.89,NaN,5.74,49.22,74.82,0.97,240.76,382.69,1003.29,NaN,30.24,NaN,0,22-06-2019,22,6,2019
Mumbai,17.09,93.69,10.14,12.35,22.49,8.84,0.75,0.28,14.36,2.21,NaN,5.38,58.53,74.45,0.89,251.08,285.3,1002.46,NaN,30.22,NaN,0,23-06-2019,23,6,2019
Mumbai,16.95,84.09,8.44,8.61,17.05,7.69,1.52,0.32,10.2,1.95,NaN,4.49,35.42,79.43,0.92,211.5,150.11,1003.49,NaN,28.85,NaN,0,24-06-2019,24,6,2019
Mumbai,14.04,48.73,8.1,9.32,17.42,9.76,2.02,0.3,10.23,2.46,NaN,6.11,38.24,78.51,1.08,209.93,357.83,1004.43,NaN,29.29,NaN,0,25-06-2019,25,6,2019
Mumbai,11.84,43.26,9.87,8.28,18.15,8.65,2.08,0.37,8.43,2.89,NaN,6.81,48.84,81.67,1.21,203.42,285.12,1004.04,NaN,28.89,NaN,0,26-06-2019,26,6,2019
Mumbai,2.95,28.5,11.22,9.22,20.43,9.72,2.36,0.51,8.88,12.71,NaN,7.69,91.6,87.24,1.21,191.38,262.13,1002.9,NaN,27.93,NaN,0,27-06-2019,27,6,2019
Mumbai,7.06,38.65,7.19,8.05,15.24,6.03,2.01,0.42,19.39,2.97,NaN,5.18,34.31,92.27,2.1,212.46,22.65,1002.67,NaN,26.56,NaN,0,28-06-2019,28,6,2019
Mumbai,9.52,51.92,7.35,11.25,18.6,5.65,1.91,0.46,24.87,1.07,NaN,6.17,36.88,94.92,1.84,212.51,84.49,1002.8,NaN,25.37,NaN,0,29-06-2019,29,6,2019
Mumbai,11.3,59.55,8,11.05,19.05,5.08,2,0.48,16.67,1.82,NaN,7.38,75.73,93.96,1.61,197.76,92.97,1002.96,NaN,26.14,NaN,0,30-06-2019,30,6,2019
Mumbai,11,41.04,12.12,12.91,25.03,5.46,2.28,0.56,19.28,1.48,NaN,9.38,55.22,98.03,3.27,206.1,73.8,1001.86,NaN,24.96,NaN,0,01-07-2019,1,7,2019
Mumbai,10.63,34.5,13.39,16.82,30.21,7.6,2.46,0.63,12.46,1.46,NaN,6.98,62.13,97.69,2.22,128.73,132.16,1002.78,NaN,24.76,NaN,0,02-07-2019,2,7,2019
Mumbai,9.42,37.7,13.83,11.11,24.9,8.9,2.46,0.52,8.41,2.87,NaN,8.6,55.78,93.86,0.8,189.87,211.69,1003.15,NaN,25.96,NaN,0,03-07-2019,3,7,2019
Mumbai,14.09,45.84,13.94,10.02,23.46,8.39,2.55,0.57,6.92,1.19,NaN,6.66,60.57,94.6,0.8,186.26,149.79,1002.51,NaN,26.59,NaN,0,04-07-2019,4,7,2019
Mumbai,10.75,74.44,6.75,6.51,13.26,6.95,2.06,0.37,14.45,1.2,NaN,9.7,42.23,90.88,1.83,227.02,114.75,1001.09,NaN,27.55,NaN,0,05-07-2019,5,7,2019
Mumbai,8.87,71.21,4.06,4.82,8.88,4.83,1.93,0.34,17.89,1.17,NaN,10.26,43.29,90.05,2.31,222.48,106.11,1000.28,NaN,27.7,NaN,0,06-07-2019,6,7,2019
Mumbai,13.56,87.86,3.54,4.06,7.6,3.01,1.78,0.32,16.42,1.04,NaN,10.21,57.2,87.75,2.46,228.51,145.72,1001.41,NaN,28.72,NaN,0,07-07-2019,7,7,2019
Mumbai,9.81,73.38,4.97,5.54,10.51,2.66,1.76,0.35,14.33,1.7,NaN,9.14,33.15,92,1.95,212.76,25.03,1002.75,NaN,27.52,NaN,0,08-07-2019,8,7,2019
Mumbai,9.03,67.63,21.76,5.46,24.62,3.1,2.29,0.31,14,1.42,NaN,11.78,77.52,90.25,1.57,214.72,230.28,1002.16,NaN,27.99,NaN,0,09-07-2019,9,7,2019
Mumbai,5.41,44.37,12.57,10.86,23.28,4.84,2.53,0.34,13.24,4.1,NaN,3.86,20.91,94.34,1.5,212.84,70.16,1002.26,NaN,26.45,NaN,0,10-07-2019,10,7,2019
Mumbai,6.7,72.37,7.75,7.07,14.82,5.01,2.18,0.14,11.58,2.69,NaN,4.48,19.97,89.7,1.67,218.64,240.64,1004.61,NaN,28.19,NaN,0,11-07-2019,11,7,2019
Mumbai,6.49,66.52,6.64,6.48,13.05,4.63,2.12,0.14,11.32,2.89,NaN,3.98,20.15,88.1,1.44,214.95,369.32,1006.03,NaN,28.48,NaN,0,12-07-2019,12,7,2019
Mumbai,6.45,50.72,7.05,6.78,13.83,4.12,4.48,0.14,10.83,2.4,NaN,4.26,19.11,89.97,1.56,222.61,168.24,1007.07,NaN,28,NaN,0,13-07-2019,13,7,2019
Mumbai,5.36,52.81,8.37,7.18,15.55,3.19,7.88,0.16,11.72,2.3,NaN,3.72,18.08,86.56,1.42,230.53,255.37,1006.66,NaN,28.77,NaN,0,14-07-2019,14,7,2019
Mumbai,7.75,62.52,6.9,7.88,14.78,3.32,9.62,0.15,12.7,2.04,NaN,4.06,16.99,85.11,1.62,229.9,265.03,1005.34,NaN,29,NaN,0,15-07-2019,15,7,2019
Mumbai,7.41,62.85,11.27,7.73,19,3.16,10.56,0.18,9.31,1.83,NaN,3.95,19.08,85.13,1.36,225.26,269.78,1006.05,NaN,28.88,NaN,0,16-07-2019,16,7,2019
Mumbai,7.82,69.94,12.34,7.69,20.03,2.85,11.33,0.18,7.7,3.1,NaN,4.47,27.61,84.55,1.15,217.7,339.75,1005.91,NaN,28.95,NaN,0,17-07-2019,17,7,2019
Mumbai,11.57,74.14,15.01,8.8,23.77,2.87,12.22,0.21,8.3,2.29,NaN,3.98,28.66,79.47,1.04,226.25,374.15,1004.16,NaN,29.88,NaN,0,18-07-2019,18,7,2019
Mumbai,15.13,77.64,12.96,11.72,24.68,3.78,8.27,0.22,7.71,3.06,NaN,5.92,30.98,77.97,0.82,222.85,344.78,1002.35,NaN,30.05,NaN,0,19-07-2019,19,7,2019
Mumbai,14.37,50.76,12.65,16.68,29.34,4.5,3.26,0.36,7.21,3.16,NaN,4.94,25.26,86.94,0.75,196.11,221.32,1001.52,NaN,28.26,NaN,0,20-07-2019,20,7,2019
Mumbai,19.88,43.19,14.24,21.31,35.55,9.43,3.32,0.39,13.67,3.03,NaN,6.08,39.29,84.78,0.76,209,340.94,1000.15,NaN,29.02,NaN,0,21-07-2019,21,7,2019
Mumbai,6.57,26.69,6.99,14.03,21.02,6.18,2.45,0.27,13.42,3.03,NaN,3.93,32.05,86.58,1.59,186.04,355.28,999.38,NaN,28.7,NaN,0,22-07-2019,22,7,2019
Mumbai,3.1,33.22,7.34,13.53,20.87,4.86,2.41,0.23,12.45,3.05,NaN,7.1,45.13,86.3,1.24,198.23,302.76,999.99,NaN,28.62,NaN,0,23-07-2019,23,7,2019
Mumbai,4.24,32.44,8.83,11.67,20.5,3.26,2.1,0.19,17.77,2.62,NaN,6.31,26.51,96.67,1.75,211.99,74.96,1003.07,NaN,26.23,NaN,0,24-07-2019,24,7,2019
Mumbai,9.68,56.8,9.11,10.71,19.58,2.76,1.81,0.19,18.55,2.02,NaN,3.99,21.04,93.44,1.53,217.72,105.68,1005.59,NaN,26.83,NaN,0,25-07-2019,25,7,2019
Mumbai,8.66,71.28,10.12,10.93,21.06,3.05,1.88,0.2,18.14,2.25,NaN,3.89,17.89,93.42,2.13,217.15,122.6,1004.35,NaN,26.87,NaN,0,26-07-2019,26,7,2019
Mumbai,10.05,72.91,4.81,8.66,13.47,3.31,1.64,0.15,23.36,3.21,NaN,4.8,16.58,92.39,2.12,225.49,98.05,1004.38,NaN,26.85,NaN,0,27-07-2019,27,7,2019
Mumbai,9.86,61.53,5.24,8.8,14.05,2.96,1.73,0.15,22.54,2.73,NaN,6.84,29.49,88.08,1.81,231.15,174.43,1004.52,NaN,27.88,NaN,0,28-07-2019,28,7,2019
Mumbai,9.07,47.07,8.31,9.48,17.79,3.54,1.96,0.18,19.06,2.84,NaN,9.11,42.26,89.16,1.62,229.32,66.41,1003.6,NaN,27.41,NaN,0,29-07-2019,29,7,2019
Mumbai,6.34,33.52,8.09,10.07,18.16,3.66,1.71,0.17,18.57,2.37,NaN,5.13,23.03,94.17,1.79,229.28,39.51,1004.46,NaN,26.11,NaN,0,30-07-2019,30,7,2019
Mumbai,6.9,37.92,9.21,9.28,18.49,3.53,1.77,0.18,15.6,2.71,NaN,4.99,22.3,89.49,1.51,210.55,80.87,1005.76,NaN,27.3,NaN,0,31-07-2019,31,7,2019
Mumbai,7.4,50.18,9.74,7.58,17.32,3.02,1.56,0.1,17.21,2.32,NaN,6.18,33.95,86.66,1.63,210.42,221.83,1005.11,NaN,28.04,NaN,0,01-08-2019,1,8,2019
Mumbai,7.49,44.47,5.33,4.39,9.72,2.95,1.52,0.04,10.44,3.35,NaN,4.15,16.66,93.8,2.19,224.01,74.25,1003.9,NaN,26.12,NaN,0,02-08-2019,2,8,2019
Mumbai,6.51,43.1,3,3.93,6.93,5.47,1.38,0.02,10.59,2.37,NaN,4.02,11.58,94.31,2.42,223.13,42.58,1003.31,NaN,25.9,NaN,0,03-08-2019,3,8,2019
Mumbai,10.1,53.96,5.34,5.23,10.56,1.43,1.3,0.03,15.25,2.4,NaN,4.88,14.94,95.69,2.07,226.46,55.54,1002.86,NaN,26.17,NaN,0,04-08-2019,4,8,2019
Mumbai,11,50.15,9.01,6.08,15.08,1.95,1.46,0.07,13.09,3.15,NaN,4.16,20.62,89.06,2.06,237.37,124.19,1002.46,NaN,27.42,NaN,0,05-08-2019,5,8,2019
Mumbai,10.09,41.16,11.39,6.41,17.8,1.45,1.47,0.17,11.9,2.88,NaN,2.62,17.66,90.31,1.63,222.04,132.54,1002.07,NaN,27.16,NaN,0,06-08-2019,6,8,2019
Mumbai,11.5,47.82,11,6.33,17.33,1.33,1.64,0.17,13.8,2.46,NaN,3.77,17.15,89.48,1.84,218.51,136.78,1001.2,NaN,27.28,NaN,0,07-08-2019,7,8,2019
Mumbai,17.26,77.03,10.47,9.55,20.03,1.62,1.6,0.22,14.05,3.11,NaN,2.27,12.79,89.54,1.41,201.17,85.99,1000.47,NaN,27.49,NaN,0,08-08-2019,8,8,2019
Mumbai,15.53,75.81,7.55,7.18,14.73,1.57,1.41,0.18,18.72,2.67,NaN,2.23,6.69,88.8,2.31,221.67,84,1000.64,NaN,27.56,NaN,0,09-08-2019,9,8,2019
Mumbai,15.68,73.5,3.67,4.5,8.17,1.27,1.12,0.16,21.25,2.73,NaN,2.02,4.7,86.83,3.19,233.8,212.98,1001.99,NaN,27.79,NaN,0,10-08-2019,10,8,2019
Mumbai,12.81,77.4,4.14,5.77,9.91,0.87,1.11,0.18,18.73,2.45,NaN,1.97,8.05,85.96,2.06,224.58,285.08,1004.4,NaN,27.87,NaN,0,11-08-2019,11,8,2019
Mumbai,12.37,73.88,9.36,7.55,16.9,1.25,1.41,0.25,13.54,2.45,NaN,1.9,12.81,85.45,1.6,221.26,332.69,1005.25,NaN,28.23,NaN,0,12-08-2019,12,8,2019
Mumbai,12.19,68.59,13.72,10.16,23.88,1.55,1.76,0.3,12.2,2.52,NaN,3.23,26.9,87.89,1.22,217.25,210.05,1005.45,NaN,27.69,NaN,0,13-08-2019,13,8,2019
Mumbai,12.28,72.74,12.05,10.39,22.44,2.68,1.64,0.25,12.83,1.92,NaN,2.34,20.69,87.49,1.18,218.4,312.79,1005.71,NaN,27.99,NaN,0,14-08-2019,14,8,2019
Mumbai,9.81,60.28,8.52,9.05,17.58,2.86,1.4,0.26,15.58,3.3,NaN,2.27,19.15,85.44,1.39,218.59,264.49,1006.05,NaN,28.2,NaN,0,15-08-2019,15,8,2019
Mumbai,9.93,53.7,7.19,6.49,13.68,2.41,1.39,0.25,15.71,1.89,NaN,2.08,12.95,87.2,1.94,226.44,319.91,1005.77,NaN,27.65,NaN,0,16-08-2019,16,8,2019
Mumbai,9.75,59.55,6.24,6.85,13.1,1.84,1.38,0.27,14.03,2.27,NaN,2.77,18.41,82.59,1.62,221.14,373,1005.71,NaN,28.28,NaN,0,17-08-2019,17,8,2019
Mumbai,8.01,51.13,7.2,6.11,13.31,1.55,1.37,0.26,10.88,1.93,NaN,3.12,22.01,83.38,1.23,216.5,414.65,1007.31,NaN,28.09,NaN,0,18-08-2019,18,8,2019
Mumbai,8.66,51.02,12.55,7.08,19.64,1.66,1.46,0.29,8.81,3.12,NaN,2.52,18.88,80.81,1.18,216.87,388.96,1008.22,NaN,28.63,NaN,0,19-08-2019,19,8,2019
Mumbai,12.19,50.64,13.86,10.21,24.07,2.25,1.53,0.33,11.19,2.29,NaN,2.01,24.28,77.44,0.81,236.13,405.08,1008.28,NaN,29.12,NaN,0,20-08-2019,20,8,2019
Mumbai,9.47,46.33,17.08,8.62,25.69,2.65,1.58,0.32,11.57,2.46,NaN,1.91,20.83,80.33,1.1,233.47,335.87,1007.55,NaN,28.8,NaN,0,21-08-2019,21,8,2019
Mumbai,9.57,50.68,17.32,9.2,26.51,2.55,1.68,0.35,11.44,2.51,NaN,2.01,16.52,80.71,1.02,230.46,340.93,1006.76,NaN,28.48,NaN,0,22-08-2019,22,8,2019
Mumbai,13.29,53.6,14.22,8.86,23.08,2.7,1.72,0.34,11.7,2.97,NaN,2.5,16.43,78.5,1.09,222.25,416.54,1006.49,NaN,29.11,NaN,0,23-08-2019,23,8,2019
Mumbai,9.8,48.48,5.82,6.95,12.77,2.36,1.46,0.26,17.66,2.43,NaN,1.85,12.84,79.65,1.71,224.54,356,1006.1,NaN,28.37,NaN,0,24-08-2019,24,8,2019
Mumbai,9.97,45.47,8.88,7.67,16.55,1.53,1.56,0.29,11.2,2.56,NaN,2.54,15.34,79.89,1.13,211.88,306.16,1005.18,NaN,27.97,NaN,0,25-08-2019,25,8,2019
Mumbai,12.22,56.79,9.5,7.12,16.62,2.61,1.7,0.3,10.99,2.1,NaN,2.2,13.07,79.66,1.33,207.69,372.21,1004.79,NaN,27.96,NaN,0,26-08-2019,26,8,2019
Mumbai,9.59,49.76,6.99,6.78,13.77,1.84,1.62,0.26,13.98,2.41,NaN,2.31,11.1,79.62,1.62,221.18,444.21,1003.79,NaN,28.08,NaN,0,27-08-2019,27,8,2019
Mumbai,10.6,43.35,8.96,6.62,15.57,2.27,1.7,0.28,8.25,2.23,NaN,2.17,11.38,81.98,1.3,202.79,373.18,1003.97,NaN,28.17,NaN,0,28-08-2019,28,8,2019
Mumbai,10.32,46.1,11.19,6.25,17.36,3.15,1.81,0.33,8.98,2.89,NaN,2.81,14.42,83.6,1.35,202.41,419.66,1004.38,NaN,28.25,NaN,0,29-08-2019,29,8,2019
Mumbai,9.28,43.97,13.01,7.17,20.18,3.17,1.95,0.32,8.45,3.83,NaN,2.31,12.44,85.73,1.23,205.53,254.45,1002.96,NaN,27.88,NaN,0,30-08-2019,30,8,2019
Mumbai,9.18,50.26,6.38,6.72,13.1,2.48,1.56,0.24,15.91,3.22,NaN,2.54,8.48,87.63,1.85,223.39,116.47,1001.56,NaN,27.5,NaN,0,31-08-2019,31,8,2019
Mumbai,7.18,43.49,5.13,6.84,11.97,1.5,1.56,0.23,16.83,2.34,NaN,2.22,10.28,91,1.54,218.98,98.61,1002.7,NaN,26.37,NaN,0,01-09-2019,1,9,2019
Mumbai,9.34,45.61,4.55,4.83,9.37,1.56,1.6,0.21,11.3,2.51,NaN,2.7,13.74,88.17,1.31,213.02,279.79,1004.15,NaN,27.24,NaN,0,02-09-2019,2,9,2019
Mumbai,4.02,22.27,9.26,8.24,17.51,1.29,1.61,0.27,16.52,2.35,NaN,1.85,9.21,96.45,1.64,208.97,152.05,1003.66,NaN,25.28,NaN,0,03-09-2019,3,9,2019
Mumbai,7.57,27.95,7.22,9.7,16.92,1.21,1.6,0.25,18.92,2.23,NaN,2.4,9.11,97.75,1.84,220.55,19.32,1002.27,NaN,24.92,NaN,0,04-09-2019,4,9,2019
Mumbai,4.26,33.47,6.88,8.15,15.03,1.83,1.62,0.24,20.31,3.88,NaN,2.54,6.1,93.49,1.83,221.53,161.88,1001.34,NaN,26.24,NaN,0,05-09-2019,5,9,2019
Mumbai,5.91,44.76,3.9,6.14,10.05,1.31,1.41,0.25,20.01,2.66,NaN,2.17,6.22,94,1.89,220.7,118.75,1001.93,NaN,26.08,NaN,0,06-09-2019,6,9,2019
Mumbai,7.34,42.19,4.76,8.32,13.08,1.19,1.51,0.4,17.28,2.71,NaN,2.26,7.56,95.56,1.56,201.98,112.58,1002.18,NaN,25.76,NaN,0,07-09-2019,7,9,2019
Mumbai,5.56,33.93,4.31,9.05,13.37,0.85,1.46,0.39,23.44,1.82,NaN,2.21,10.01,97.94,1.57,211.48,130.96,1003.62,NaN,25.5,NaN,0,08-09-2019,8,9,2019
Mumbai,12.33,52.87,7.86,8.86,16.73,1.13,1.57,0.43,18.88,2.7,NaN,2.61,8.14,92.79,1.66,220.5,113.03,1003.73,NaN,26.72,NaN,0,09-09-2019,9,9,2019
Mumbai,10.33,50.78,4.82,7.64,12.47,1.37,1.41,0.3,21.2,2.61,NaN,2.42,8.08,90.65,1.68,220.87,201.22,NaN,NaN,26.82,NaN,0,10-09-2019,10,9,2019
Mumbai,13.44,46.7,7.78,9.05,16.83,0.82,1.48,0.28,13.09,2.68,NaN,2.4,9.57,91.98,1.39,211.48,183.8,NaN,NaN,26.3,NaN,0,11-09-2019,11,9,2019
Mumbai,7.48,43.6,4.72,6.14,10.86,0.98,1.38,0.21,15.15,2.27,NaN,2.25,7.06,90.48,1.37,211.31,160.52,NaN,NaN,26.79,NaN,0,12-09-2019,12,9,2019
Mumbai,8.8,43.6,12.11,9.8,21.91,1.43,1.57,0.29,14.12,3.44,NaN,2.07,5.45,91.86,1.42,226.45,203.36,NaN,NaN,26.79,NaN,0,13-09-2019,13,9,2019
Mumbai,12.05,57.19,12.83,8.64,21.48,1.39,1.61,0.28,13.4,3.28,NaN,2.1,5.41,88.25,1.28,222.21,289.13,NaN,NaN,27.95,NaN,0,14-09-2019,14,9,2019
Mumbai,7.39,34.31,10.48,16.92,27.4,1.41,1.76,0.43,16.21,2.24,NaN,2.55,2.76,89.47,1.16,204.5,171.92,NaN,NaN,26.34,NaN,0,15-09-2019,15,9,2019
Mumbai,9.81,45.03,19.71,9.91,29.47,2.07,2.23,0.41,9.9,3.59,NaN,2.53,2.37,89.59,0.86,243.85,227.43,NaN,NaN,27.52,NaN,0,16-09-2019,16,9,2019
Mumbai,10.4,37.99,20.45,10.04,30.49,2.14,2.27,0.41,9.29,3.48,NaN,2.05,2.06,91.63,0.77,218.75,110.96,NaN,NaN,26.96,NaN,0,17-09-2019,17,9,2019
Mumbai,14.84,40.49,24.17,12.91,36.53,3.14,2.38,0.3,10.34,2.69,NaN,1.87,2.61,90.75,0.87,210.11,325.64,NaN,NaN,27.31,NaN,0,18-09-2019,18,9,2019
Mumbai,18.91,32.12,6.38,28.18,34.56,3.88,1.85,0.26,29.04,2.75,NaN,2.05,2.28,93.23,0.75,181.76,212.82,NaN,NaN,25.84,NaN,0,19-09-2019,19,9,2019
Mumbai,11.19,39.09,4.73,16.31,21.04,4.48,1.46,0.11,16.41,3.23,NaN,1.85,2.42,96.87,1.21,175.5,164.84,NaN,NaN,25.5,NaN,0,20-09-2019,20,9,2019
Mumbai,10.07,29.62,5.32,12.12,17.45,5.03,0.73,0.12,12.13,9.1,NaN,5.83,3.25,85.82,1.49,178.99,436.55,NaN,NaN,27.33,NaN,0,21-09-2019,21,9,2019
Mumbai,12.62,35.84,7.41,9.57,16.99,4.15,0.81,0.13,9.38,11.22,NaN,12.16,9.59,84.07,1.27,184.09,414.19,NaN,NaN,27.75,NaN,0,22-09-2019,22,9,2019
Mumbai,15.85,53.85,15.82,11.12,26.94,3.63,1.12,0.21,8.12,9.67,NaN,10.82,9.81,83.54,1.12,191.32,469.09,NaN,NaN,28.14,NaN,0,23-09-2019,23,9,2019
Mumbai,12.06,49.85,11.19,11.34,22.53,3.72,1.16,0.25,9.3,22.88,NaN,11.93,12.03,81.61,0.96,222.36,379.15,NaN,NaN,28.95,NaN,0,24-09-2019,24,9,2019
Mumbai,10.37,27.66,7.7,21.76,29.46,3.23,1.17,0.29,16.6,16.12,NaN,8.57,6.99,91.91,1,195.64,202.03,NaN,NaN,26.72,NaN,0,25-09-2019,25,9,2019
Mumbai,13.09,31.67,8.62,17.89,26.51,3.65,1.15,0.29,12.53,8.81,NaN,17.53,6.02,87.88,1.04,180.15,412.45,NaN,NaN,27.39,NaN,0,26-09-2019,26,9,2019
Mumbai,5.12,18.51,4.69,7.77,12.46,2.59,0.62,0.07,13.92,9.52,NaN,15.89,7.55,88.63,1.34,193.37,317.73,NaN,NaN,26.45,NaN,0,27-09-2019,27,9,2019
Mumbai,3.74,20.87,5.19,6,11.19,2.93,1.4,0.1,7.49,7.93,NaN,17.91,5.67,85.13,1.19,188.36,409.85,NaN,NaN,27.42,NaN,0,28-09-2019,28,9,2019
Mumbai,5.26,21.94,5.84,5.89,11.74,3.15,2.07,0.13,7.28,5.49,NaN,16.04,5.11,83.59,1.16,189.71,405.62,NaN,NaN,28.04,NaN,0,29-09-2019,29,9,2019
Mumbai,3.38,17.15,11.66,5.04,16.69,2.99,2.25,0.2,6.29,8.54,NaN,16.03,5.4,88.05,1.17,199.55,362.34,NaN,NaN,27.48,NaN,0,30-09-2019,30,9,2019
Mumbai,7.19,30.25,13.3,5.22,18.21,1.67,2.24,0.18,8.07,7.66,NaN,16.83,6.46,81.43,1.17,216.11,429.41,NaN,NaN,28.39,NaN,0,01-10-2019,1,10,2019
Mumbai,12.63,43.95,12.82,10.49,22.22,2.71,2.32,0.23,9.52,9.15,NaN,15.61,5.77,79.33,0.77,204.83,399.88,NaN,NaN,28.75,NaN,0,02-10-2019,2,10,2019
Mumbai,12.64,43.15,14.86,12.72,27.57,2.98,2.55,0.34,7.95,7.45,NaN,12.51,7.24,81.79,0.81,201.7,353.17,NaN,NaN,28.6,NaN,0,03-10-2019,3,10,2019
Mumbai,24.85,65.45,17.38,20.86,38.24,3.33,3.11,0.56,19.31,9.15,NaN,15.05,6.87,82.24,0.85,216.62,461.18,NaN,NaN,28.93,NaN,0,04-10-2019,4,10,2019
Mumbai,37.22,77.38,25.6,20.8,46.14,7.79,3.5,0.57,17.21,8.84,NaN,19.89,6.29,80.03,0.78,193.91,406.44,NaN,NaN,28.28,NaN,0,05-10-2019,5,10,2019
Mumbai,43.83,84.23,18.62,27.17,45.79,15.62,3.6,0.53,42.09,9.08,NaN,16.38,6.62,77.82,0.94,204.48,414.62,NaN,NaN,28.59,NaN,0,06-10-2019,6,10,2019
Mumbai,51.28,93.54,9.4,25.57,34.97,13.17,2.75,0.52,25.57,8.97,NaN,19.07,5.38,77.67,0.79,201.05,389.15,NaN,NaN,29.54,NaN,0,07-10-2019,7,10,2019
Mumbai,54.32,88.14,3.82,25.05,28.87,7.85,2.21,0.37,42.44,8.78,NaN,16.18,4.88,80.04,0.92,197.95,281.55,NaN,NaN,28.91,NaN,0,08-10-2019,8,10,2019
