PM2_5
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
17.68
13.43
12.76
15.39
12.11
10.32
12.21
14.09
11.76
16.02
13.78
19.75
17.09
16.95
14.04
11.84
2.95
7.06
9.52
11.3
11
10.63
9.42
14.09
10.75
8.87
13.56
9.81
9.03
5.41
6.7
6.49
6.45
5.36
7.75
7.41
7.82
11.57
15.13
14.37
19.88
6.57
3.1
4.24
9.68
8.66
10.05
9.86
9.07
6.34
6.9
7.4
7.49
6.51
10.1
11
10.09
11.5
17.26
15.53
15.68
12.81
12.37
12.19
12.28
9.81
9.93
9.75
8.01
8.66
12.19
9.47
9.57
13.29
9.8
9.97
12.22
9.59
10.6
10.32
9.28
9.18
7.18
9.34
4.02
7.57
4.26
5.91
7.34
5.56
12.33
10.33
13.44
7.48
8.8
12.05
7.39
9.81
10.4
14.84
18.91
11.19
10.07
12.62
15.85
12.06
10.37
13.09
5.12
3.74
5.26
3.38
7.19
12.63
12.64
24.85
37.22
43.83
51.28
54.32
23.2
48.38
31.97
51.73
48.9
48.76
69.12
49.35
58.87
63.48
28.22
17.13
15.68
15.3
20.64
35.1
20.43
23.44
32.75
61.97
66.38
46.79
29.77
19.56
12.57
19.23
22.71
36.89
54.66
13.95
10.2
24.69
47.27
69.45
75.78
68.26
65.94
72.64
76.53
81.28
82.36
105.63
98.34
99.51
87.05
93.51
85.17
91.55
86.93
71.37
76.39
91.43
92.92
109.52
70.12
33.75
45.38
62.6
84.41
68.34
97.23
87.19
88.75
109.4
99.73
64.01
45.34
71.21
96.54
84.79
83.36
85.93
98.78
110.85
96.75
106.48
90.12
97.7
84.19
85.12
90.09
66.94
116.3
124.65
101.95
91.09
94.37
66.59
106.54
66
65.78
70.14
83.12
106.3
70.78
34.13
24.51
33.32
51.2
96.4
108.04
109.26
107.36
90.23
103.22
91.88
108.27
122.41
40.89
19.19
20.01
57.13
57.3
74.89
88.82
84.02
81.77
62.39
39.76
42.2
74.39
77.74
65.44
69.74
69.39
85.46
65.94
53.1
73.49
128.88
107.41
125.7
59.68
36.77
80.93
82.14
91.36
52.98
44.02
52.74
90.85
86.82
39.24
52.57
39.59
33.87
32.7
18.12
23.39
25.89
38.8
26.38
12.23
16.31
24.05
32.31
52.72
64.76
85.16
44.5
27.88
15.61
20.4
20.05
25.27
38.92
33.97
26.54
28.22
31.71
24.18
25.01
26.27
21.28
28.38
26.26
27.39
29.09
21.7
25.95
33.68
31.11
26.04
24.07
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
18.92
17.24
18.76
20.04
18.61
13.77
17.8
16.09
19.41
21.4
21.21
14.99
12.88
11.36
11.2
11.14
13.27
14.19
15.41
15.61
14
21.06
12.78
14.2
14.01
16.73
35.85
37.15
24.43
17.9
12.69
10.71
12.24
13.49
12.29
14.38
14.82
13.09
13.06
7.42
9.03
10.77
15.18
23.37
7.5
11.14
7.24
6.12
7.75
5.29
5.62
10.24
7.04
9.62
7.9
6.03
6.1
5.92
3.66
8.13
16
14.07
11.07
10.74
9.82
7.17
10.97
12.74
17.99
11.37
12.12
2.34
2.78
2.98
3.1
6.38
11.84
15.45
42.5909
7.49
7.9
6.33
6.31
6.48
5.23
4.17
2.98
3.73
6.14
8.15
11.05
9.7
6.69
5.51
6.1
10.79
17
62.18
3.35
10.02
13.1
3.26
42.5909
42.5909
42.5909
2.16
3.83
9
6.34
8.3
8.8
11.43
9.5
8.64
6.66
6.07
6.31
8.33
42.5909
42.5909
42.5909
42.5909
42.5909
42.5909
9.84
11.8
12.23
12.61
12.75
10.84
10.43
12.9
12.63
11.49
14.72
19.79
18.07
25
44.46
53.24
13.09
12.52
21.49
25.81
37.33
10.65
11.34
12.26
10.2
13.34
14.09
21.15
16.81
18.73
26.77
24.26
11.27
11.81
15.58
14.33
42.5909
17.5
25.65
25.05
20.57
29.45
56.26
24.65
17.14
25.5
42.5909
43.75
62.3
71.66
50.39
57.79
46.86
52.58
25.69
27.74
31.6
21.98
28.08
34.68
42.58
51.66
44.67
46.36
43.99
49.71
47.21
52.95
84.38
86.17
70.27
62.13
86.24
100.76
98.91
81.88
61.49
74.22
