,Actual,Predicted from Decision_tree,,,Predicted from random_forest,,,Predicted from Xgboost
273,183.66,150.0712903,,,152.8920046,,,183.6862878
274,91.92,87.86479064,,,91.17127743,,,91.81366714
275,128.55,117.3163443,,,118.515577,,,112.301549
276,117.95,87.86479064,,,93.94252811,,,96.453012
277,108.11,96.04625,,,92.40340767,,,108.1704434
278,102.6,96.04625,,,87.95853802,,,102.593066
279,89.98,68.83264046,,,68.95371898,,,90.03544554
280,118.36,68.83264046,,,85.68725034,,,118.1683898
281,108.13,96.04625,,,84.41601079,,,108.1640122
282,119.78,87.86479064,,,94.18154365,,,119.7298245
283,83.31,96.04625,,,72.41543452,,,53.07096801
284,55.33,42.93492308,,,47.66879197,,,55.31140505
285,72.2,68.83264046,,,64.04685972,,,72.32071093
286,92.81,68.83264046,,,79.84800567,,,92.81065146
287,116.37,71.19,,,92.4356222,,,122.4765232
288,145.72,136.1126136,,,120.8391762,,,145.6359255
289,156.87,136.1126136,,,125.2472576,,,156.815537
290,190.62,150.0712903,,,153.832276,,,190.6289749
291,102.53,103.766718,,,105.1057101,,,102.5751871
292,71.44,84.2534674,,,84.82767204,,,71.43472331
293,48.82,43.205,,,50.6245273,,,48.85776711
294,65.76,68.83264046,,,66.51080375,,,68.78813559
295,54.02,68.83264046,,,63.25693631,,,54.05912404
296,56.72,68.83264046,,,65.52708881,,,56.77870658
297,93.54,103.766718,,,86.63962673,,,81.08165799
298,72.62,61.47545455,,,77.47978933,,,72.63281194
299,54.63,61.47545455,,,66.91577096,,,54.72496122
300,63.13,61.47545455,,,69.29242189,,,63.11219644
301,56.42,61.47545455,,,69.24578902,,,56.46757046
302,57.58,68.83264046,,,67.08789825,,,57.53937931
303,53.3,68.83264046,,,67.07549574,,,68.52843031
304,55.91,61.47545455,,,69.50785917,,,76.14297715
305,54.01,68.83264046,,,63.49977896,,,54.00346922
306,69.06,74.10666667,,,70.9786933,,,69.08278838
307,75.57,74.10666667,,,69.97842334,,,75.56921699
308,71.95,74.10666667,,,72.21248919,,,71.95474467
309,68.48,74.10666667,,,70.19076736,,,68.38749848
310,55.86,68.83264046,,,62.80718973,,,55.86218199
311,80.1,74.10666667,,,69.19886125,,,80.07448047
312,94,74.10666667,,,82.22195792,,,94.07184344
313,90.01,74.10666667,,,74.6688019,,,89.96136581
314,83.87,74.10666667,,,69.52602817,,,75.68370586
315,75.1,68.83264046,,,66.12273621,,,75.13977776
316,80.37,87.86479064,,,84.31070067,,,80.39477344
317,93.78294026,87.86479064,,,81.25022893,,,67.31076741
318,93.78294026,103.766718,,,88.97053821,,,93.77989925
319,93.78294026,87.86479064,,,91.34372048,,,93.74650778
320,93.78294026,87.86479064,,,87.17688326,,,89.06273025
321,93.78294026,87.86479064,,,90.76368721,,,93.7547964
322,93.78294026,103.766718,,,91.02206727,,,93.78328802
323,93.78294026,103.766718,,,92.40992552,,,93.80201432
324,59.2,68.83264046,,,62.07619256,,,59.16589092
325,47.28,68.83264046,,,60.48374181,,,47.29035749
326,54.37,52.36857143,,,56.83677765,,,54.32310385
327,51.74,68.83264046,,,62.19132251,,,51.73223009
328,47.22,52.36857143,,,56.18426023,,,47.22401716
329,44.6,43.205,,,50.91123204,,,44.60497802
330,47.19,43.205,,,56.39991061,,,47.18118849
331,43.73,43.205,,,56.68494977,,,43.77316041
332,51.06,68.83264046,,,64.51443985,,,61.85569476
333,63.08,68.83264046,,,64.75967795,,,63.11730421
334,59.54,68.83264046,,,63.06321597,,,59.56575535
335,48.29,59.97956522,,,55.35849559,,,48.29571673
336,45.47,42.93492308,,,48.03094623,,,50.66760003
337,39.09,42.93492308,,,47.41605295,,,39.08146965
338,42.31,42.93492308,,,47.41605295,,,42.34654701
339,45,42.93492308,,,47.60219806,,,45.00842197
340,57.39,42.93492308,,,47.82794177,,,62.03920424
341,49.85,59.97956522,,,54.87571766,,,49.95106594
342,60.49,52.36857143,,,56.09009427,,,60.36881154
343,56.39,52.36857143,,,57.22590465,,,63.63913248
344,52.06,59.97956522,,,53.26409809,,,51.96937732
345,68.46,68.83264046,,,62.93883067,,,68.45134343
346,53.46,42.93492308,,,48.15644989,,,48.90822297
347,59.8,59.97956522,,,55.43282565,,,59.79851226
348,58.94,59.97956522,,,54.82248334,,,58.90655656
349,64.8,68.83264046,,,61.91749578,,,64.86811299
350,122.24,103.766718,,,96.21294273,,,122.2217393
351,117.46,103.766718,,,94.16926704,,,101.5548207
352,85.31,68.83264046,,,67.42655319,,,69.12271928
353,61.94,68.83264046,,,61.0153381,,,61.9001913
354,44.21,42.93492308,,,48.15763825,,,58.94288886
355,43.67,42.93492308,,,47.5431316,,,43.68437561
356,41.59,42.93492308,,,47.72895717,,,41.60058189
357,46.71,42.93492308,,,48.65276639,,,46.92242181
358,43.1,42.93492308,,,47.80096181,,,43.10873769
359,56.42,59.97956522,,,54.72661005,,,56.32999665
360,58.69,59.97956522,,,55.75791238,,,58.68198825
361,50.12,42.93492308,,,48.04201604,,,50.01201464
362,53.12,42.93492308,,,48.05910937,,,43.67567296
363,39.23,35.12625,,,46.43291599,,,39.30460948
364,38.6,42.93492308,,,47.35764712,,,38.57500622
365,40.6,42.93492308,,,47.48535117,,,40.62751602
366,38.82,52.36857143,,,49.26837615,,,38.89312504
367,52.45,52.36857143,,,57.99506063,,,52.37850194
368,19.22,29.90846154,,,36.00802202,,,19.19916984
369,35.66,41.08,,,35.23856721,,,35.72473768
370,25.69,19.22833333,,,30.4203297,,,25.60479676
371,23.42,19.22833333,,,24.48189318,,,23.33923103
372,27.07,19.22833333,,,32.98976178,,,27.1422782
373,19.7,19.22833333,,,22.78460695,,,19.79540015
374,24.58,19.22833333,,,23.97268589,,,24.36873824
375,32.08,41.08,,,37.26501882,,,31.96571122
376,26.81,35.12625,,,36.54527438,,,26.88761315
377,29.24,41.08,,,37.87264541,,,31.09292184
378,19.57,62.57970584,,,49.06802598,,,44.39460098
379,22.83,19.22833333,,,23.93069545,,,22.84052772
380,20.2,19.22833333,,,21.87743674,,,20.16341969
381,22.24,19.22833333,,,22.05730235,,,31.27049989
382,12.73,19.22833333,,,20.052478,,,12.79674032
383,24.57,25.406,,,32.37871468,,,24.55224915
384,69.89,68.83264046,,,56.8555463,,,69.72698895
385,67.01,59.97956522,,,55.40330754,,,53.43325785
386,47.77,62.57970584,,,53.55697654,,,47.76689116
387,46.04,62.57970584,,,50.55390415,,,46.02167971
388,28.99,30.44782609,,,38.03091015,,,28.99975989
389,21.32,19.22833333,,,27.55355295,,,21.33004252
390,37.1,62.57970584,,,51.01187239,,,43.15402084
391,38.94,62.57970584,,,51.21354263,,,50.9629479
392,55.62,68.83264046,,,61.43257417,,,55.6258883
393,36.19,30.44782609,,,39.98011828,,,38.89157291
394,27.36,62.57970584,,,50.8409781,,,45.10738192
395,7.21,19.22833333,,,21.31471439,,,21.14055187
396,11.59,19.22833333,,,20.39964066,,,11.55951782
397,17.7,19.22833333,,,20.26053675,,,17.68873067
398,23.3,19.22833333,,,21.65279213,,,15.46341688
399,24.43,29.90846154,,,34.22807673,,,32.45653256
400,61.06,62.57970584,,,49.63869227,,,61.06803944
401,77.76,59.97956522,,,59.5960823,,,60.94733348
402,93.78294026,34.41555556,,,48.30019705,,,64.52973049
403,67.43,56.33111111,,,52.20805116,,,67.46928007
404,62.57,62.57970584,,,43.48808629,,,62.52483738
405,47.76,56.33111111,,,47.23870517,,,44.74662063
406,41.54,35.12625,,,44.08763023,,,41.54227286
407,16.99,19.22833333,,,22.67714919,,,16.97547203
408,20.41,25.406,,,20.49316401,,,20.28755005
409,17.32,25.406,,,20.37308327,,,24.97426654
410,14.34,25.406,,,19.8627325,,,14.35078064
411,16.56,19.22833333,,,19.98583773,,,16.59610943
412,20.85,19.22833333,,,22.24297314,,,20.85408942
413,40.14,30.44782609,,,35.94916307,,,40.16485353
414,59.24,42.93492308,,,49.2380433,,,59.30454073
415,65.78,62.57970584,,,54.61294486,,,65.74237302
416,42.65,35.12625,,,37.66224531,,,33.3057306
417,30.48,25.406,,,23.50143191,,,36.34018001
418,26.69,25.406,,,22.27055083,,,29.62506362
419,30.05,30.44782609,,,35.30208969,,,30.05876102
420,38.6,68.83264046,,,54.27531613,,,38.69161931
421,52.46,84.64875,,,96.45851261,,,52.50660292
422,20.98,29.90846154,,,33.55071499,,,20.96549063
423,20.47,30.44782609,,,33.26854641,,,20.49144283
424,31,30.44782609,,,36.16608921,,,31.03594798
425,16.49,25.406,,,20.58263582,,,16.55938577
426,23.84,34.41555556,,,39.11954353,,,23.83534552
427,18.91,59.2,,,34.25244188,,,18.88811518
428,9.9,34.41555556,,,28.65993126,,,9.931747405
429,13.47,19.22833333,,,20.29685549,,,13.47149434
430,33.59,29.90846154,,,36.95157945,,,33.51556991
431,41.92,62.57970584,,,49.51654583,,,35.68490813
432,35.16,38.16444444,,,40.17834461,,,35.22828265
433,59.91,62.57970584,,,50.23211161,,,59.85069286
434,64.2,62.57970584,,,54.95919724,,,64.01460309
435,70.39,62.57970584,,,55.63189531,,,55.3065593
436,54.36,62.57970584,,,53.68906042,,,45.4349636
437,52.74,42.93492308,,,48.47668364,,,52.8262307
438,38,38.16444444,,,42.44824579,,,40.99871625
439,44.5,56.33111111,,,43.54705971,,,44.58066755
440,38.91,38.16444444,,,40.30481553,,,38.91586457
441,47.23,62.57970584,,,49.94402143,,,47.72759261
442,51.99,34.41555556,,,44.11636242,,,51.98424145
443,44.28,59.2,,,41.77552232,,,44.23433021
444,39.66,34.41555556,,,41.83394423,,,39.7767093
445,47.82,59.2,,,43.26720624,,,47.79542346
446,35.08,34.41555556,,,42.20407946,,,44.49152975
447,28.05,34.41555556,,,35.7659969,,,28.0940181
448,38.69,42.93492308,,,45.34118723,,,38.77239226
449,30.89,42.93492308,,,45.77953223,,,49.66868272
450,33.75,42.93492308,,,45.62135739,,,33.71549308
451,38.12,42.93492308,,,45.71366277,,,35.27642343
452,35.38,42.93492308,,,48.33817841,,,40.26242373
453,31.77,42.93492308,,,47.08323391,,,31.8710754
454,22.18,30.44782609,,,34.87446173,,,17.93365017
455,21.09,42.93492308,,,42.42480795,,,21.06545518
456,34.36,42.93492308,,,42.62069072,,,27.85925328
457,30.08,42.93492308,,,43.48748524,,,29.99747986
458,28.16,35.5675,,,38.13314917,,,28.15032589
459,38.06,52.36857143,,,52.16961609,,,45.65783485
460,42.46,52.36857143,,,56.03192063,,,44.52560762
461,48.81,52.36857143,,,52.31828396,,,48.72525577
462,50.17,103.766718,,,87.26039399,,,50.17738269
463,93.78294026,84.64875,,,100.5233718,,,86.70299873
464,23.42,42.93492308,,,46.22033458,,,23.5157409
465,31.63,42.93492308,,,47.33341422,,,31.51977717
466,32.14,52.36857143,,,57.27832042,,,41.30031408
467,25.12,68.83264046,,,60.09401909,,,25.25837323
468,44.82,87.86479064,,,62.44079086,,,44.84005156
469,23.39,30.44782609,,,35.49412403,,,31.80247572
470,34.78,42.93492308,,,46.16078816,,,34.78612111
471,28.07,30.44782609,,,37.06970793,,,28.01832012
472,22.31,30.44782609,,,34.01488523,,,22.32537041
473,30.34,30.44782609,,,37.1288118,,,26.57618215
474,28.99,35.5675,,,37.60596859,,,28.95213517
475,30.06,35.5675,,,43.66232216,,,30.11233638
476,39.91,35.5675,,,40.40065103,,,39.90417015
477,32.54,52.36857143,,,56.28916368,,,58.88882352
478,46.78,61.47545455,,,59.85010281,,,46.68649768
479,93.78294026,68.83264046,,,62.63151854,,,93.68762578
480,93.78294026,62.57970584,,,48.93779575,,,93.78232108
481,25.57,30.44782609,,,36.28492638,,,25.56758267
482,39.24,52.36857143,,,45.34893186,,,33.06790126
483,47.06,43.205,,,55.23355836,,,47.05626296
484,93.78294026,87.86479064,,,92.62460259,,,93.7835497
485,47.87,68.83264046,,,59.41706563,,,55.58511337
486,57.99,61.21583333,,,60.65022009,,,58.63494202
487,59.48,52.36857143,,,65.65141231,,,59.52892985
488,48.56,52.36857143,,,59.49125816,,,48.54741633
489,52.13,61.47545455,,,68.67450696,,,52.138357
490,83.61,84.64875,,,95.00425386,,,83.56520262
491,35.9,35.5675,,,49.97377438,,,35.92784205
492,36.38,52.36857143,,,53.91673844,,,36.3995253
493,54.28,52.36857143,,,57.81249607,,,54.28100053
494,62.45,103.766718,,,83.90838633,,,73.86021176
495,66.78,103.766718,,,79.01169051,,,66.70994249
496,97.04,136.1126136,,,116.4901824,,,96.9243897
497,114.11,112.1627273,,,117.4890802,,,114.1255843
