PM10
112.9
115.25
102.4
99.75
83.52
62.15
95.98
121.85
100.62
132.64
123.82
79.8
75.54
86.65
99.82
113.12
88.66
79.49
107.48
82.46
113.85
95.03
75.44
73.65
67.41
65.68
52.83
49.29
66.6
82.2
81.37
82.14
79.36
75.71
84.71
107.27
131.2
138.12
113.53
108.78
134.87
104.07
67.76
68.5
126.96
62.55
59.03
65.32
53.21
74.62
88.86
78.58
55.1
68.58
88.5
79.02
67.23
84.05
95.96
37.5
74.77
87.61
75.45
91.5
97.26
90.18
79.83
110.79
92.08
87.65
60.83
78.94
83.65
72.78
93.22
84.07
109.2
52.91
67.65
76.65
68.82
72.05
89.25
82.75
100.37
99.77
118.95
81.89
87.23
87.93
87.18
90.42
90.77
58.45
60.07
74.72
88.38
61.08
62.26
76.41
83.03
93.39
66.21
89.81
85.32
47.97
76.39
66.39
54.4
56.56
61.99
63.28
73.9
65.91
85.99
96
99.28
87.07
131.43
110.43
90.17
90.83
82.92
64.2
70.83
62.66
46.74
41.96
46.53
59.58
62.37
61.72
64.63
63.62
81.05
75.09
70.61
51.65
69.6
54.8
62.8
73.59
60.65
66.16
83.94
81.18
70.23
61.65
48.17
56.3
53.37
56.23
66.39394477
66.39394477
66.39394477
113.57
62.05
71.23
50.87
41.17
29.82
56.3
68.67
47.25
57.37
64.87
74.33
84.54
103.98
68.54
66.39394477
66.39394477
74.35
51.94
50.37
23.09
17.53
17.83
66.39394477
6.33
66.39394477
66.39394477
66.39394477
66.39394477
66.39394477
66.39394477
15.91
33.33
27.82
37.48
41.81
44.21
40.37
85.57
106.87
97.47
102.9
70.53
18.24
35.71
31.01
39.77
28.43
27.34
39.67
30.74
123.32
39.67
21.45
28.44
25.16
21.01
19.33
44.54
28.51
27.84
33.55
46.94
31.33
37.17
61.57
65.49
66.79
43.25
30.79
26.77
40.41
38.63
33.75
33.48
45.29
55.32
43.08
27.55
25.22
54.03
53.27
68.09
38.96
25.6
23.29
20.18
31.36
41.52
34.19
21.57
18.32
27.84
18.59
22.42
14.81
26.63
30.87
32.57
21.98
34.23
42.27
39.67
52.4
34.11
40.24
49.71
46.92
48.25
43.3
44.72
25.64
27.67
30.14
33.72
39.53
28.04
20.41
27.54
55.23
46.24
30.02
63.29
51.11
62.02
60.51
66.3
63.2
77.68
57.2
71.33
76.86
86.93
91.36
16.77
15.3
47.52
32.63
20.5
34.7
34.61
31.15
41.9
50.13
40.22
53.1
42.83
29.86
