PM2_5
95.27
81.5
88.87
91.47
89.68
90.47
84.96
91.74
93.61
88.23
72.7
49.74
46.35
56.44
70.22
75.02
61.04
60.67
70.79
89.86
94.57
70.81
73.95
69.32
70.4
76.92
63.62
39.39
48.57
79.64
91.45
68.53
69.46
55.1
51.98
47.2
56.26
65.37
61.54
67.49
56.65
55.4
63.01
49.29
44.38
43.17
45.34
51.69
68.17
60.97
37
34.94
44.63
46.46
53.92
59.66
53.69
57.5
51.75
62.34
46.23
44
59.58
48.75
37.75
50.52
55.53
48.19
38.24
44.6
57.12
66.65
77.74
73.01
76.65
73.37
66.07
62.74
45.91
48.97
37.93
47.21
54.4
43.54
40.67
40.66
40.85
38.75
43.8
50.58
46.77
51.78
39.75
50.64
57.78
62.54
52.29
59.05
43.98
38.7
36.2
37.73
45.79
55.18
60.17
75.39
66.84
62.03
56.33
70.25
56.88
56.04
53.95
48.5
56.36
50.5
38.25
39.11
27.39
38.58
40.78
45.64
39.75
46.9
54.02
61.24
66.77
41.35861
51.35
54.05
43.94
40.84
49.73
55.59
40.78
41.02
58.88
52.15
48.62
40.7
34.42
33.94
35.05
38.29
37.34
36.75
46.79
38.66
26.97
17.67
20.87
7.17
21.05
31.7
22.73
25.3
25.57
27.82
22.61
44.67
40.79
46.03
48.54
29.56
19.35
16.74
3.11
3.51
9.57
8.52
7.06
14.59
23.98
29.14
23.22
11.19
15.93
9.72
13.57
7.21
18.93
27.87
27.4
25.46
34.06
31.12
29.13
34.2
37.75
23.77
24.92
13.65
10.71
13.76
14
16.3
8.57
21.14
23.16
11.65
15.12
15.45
11.37
5.65
9.63
11.76
11.8
11.96
28.07
24.1
24.91
21.24
25.73
25.24
35.01
32.05
26.56
38.08
32.64
36.13
36.5
30.5
33.57
26.2
27.75
20.59
32.61
33.62
35.11
23.93
18.84
22.58
16.61
25.2
14.35
12.96
11.57
12.85
12.36
13.1
18.68
21.3
29.46
25.28
18.64
27.81
22.14
21.84
19.93
27.5
24.8
35.71
30.64
26.23
29.32
20.39
21.8
16.9
14.43
19.37
21.03
18.77
19.38
24.5
41.12
27.89
34.27
44.91
45.35
40.14
33.55
41.16
39.83
32.4
37.53
60.03
78.8
83.04
79.46
47.79
14.51
12.08
24.61
15.86
26.67
17.76
18.1
27.6
68.62
45.21
34
32.59
22.23
22.77
23.74
22.29
28.12
37.63
39.23
32.7
21.91
37.11
40.62
55.34
65.95
66.29
76.05
74.36
72.56
80.93
89.86
97.72
90.67
96.58
86.48
89.39
81.91
82.95
88.69
88.13
86.07
84.25
74.34
47.79
32.68
55.65
90.44
89.4
84.52
82.62
71.77
82.91
58.27
69.39
55.81
69.46
67.18
75.33
68.27
78.89
88.1
89.87
87.53
91.12
82.23
68.73
89.71
80.65
71.33
69.81
76.8
67.17
61.23
64.35
82.76
89.12
86.45
90.77
59.56
80.04
75.73
74.96
59.07
73.18
51.78
73.02
95.83
95.46
85.33
74.16
76.71
82.28
97.61
91.85
65.45
57.08
42.45
63.19
69.2
79.58
66.51
55.25
58.28
68.15
56.84
48.42
57.74
51.14
43.06
49.6
53.84
64.49
71.78
63.47
47.9
80.74
85.64
69.21
72.61
67
73.7
62.37
76.09
60.89
72.63
83.58
68.55
59.4
50.4
58.22
60.82
50.85
58.34
54.25
46.94
51.93
46.88
50.08
35.93
36.44
42.16
65.67
69.32
63.2
49.74
46.05
35.45
41.02
34.09
32.29
29.65
28.62
19.25
15.47
60.63
21.5
15.92
19.07
18.42
19.51
18.48
64.59
25.74
24.02
20.59
20.27
70.48
65.64
29.67
27.7
24.9
32.32
27.25
65.76
23.48
20.99
21.27
20.61
18.06
20.72
20.67
22.57
16.66
59.3
61.07
19.6
27.03
22.56
20.33
19.64
22.53
20.29
15.72
11.67
11.5
25.35
22.81
22.18
21.13
24.04
18.26
58.41
24.98
23.84
27.86
62.55
59.38
19.59
22.67
24.94
26.83
27.31
25.59
62.33
17.69
14.4
9.16
8
3.39
50.91
55.21
14.5
13.94
10.1
12.39
12.37
8.96
8.9
10.28
6.36
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
13.77
15.42
15.91
50.48
9.55
10.13
10.63
16.06
9.27
9.3
7.78
8.47
10.8
9.24
17.81
16.97
12.63
11.8
16.12
20.2
22.5
14.86
12.67
8.13
5.32
6.72
10.06
11.06
20.52
17.14
22.25
12.75
4.65
4.33
13.14
8.13
5.54
6.76
14.19
9.14
8.02
7.91
11.21
4.95
4.29
5.65
5.93
10.11
11.73
16.29
16.23
10.9
9.42
7.02
8.29
6.58
10.84
7.12
6.9
8.75
9.21
7.85
8.09
12.87
10.57
12.63
13.95
14.66
8.29
8.35
11.54
12.25
12.48
26.55
31.48
30.41
23.85
20.47
14.95
15.41
19.95
17.14
17.64
10.41
14.28
9.13
11.02
11.37
10.98
14.13
15.27
19.9
14.6
13.24
11.75
7.53
10.88
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
18.35
17.56
20.82
22.87
28.54
29.65
61.77
44.29
49.14
37.4
51.06
38.08
47.23
64.69
50.29
40.55
38.17
39.26
43.52
41.01
36.97
42.65
42.47
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
28.11
20.44
21.52
31.02
31.61
37.28
42.75
41.97
40.47
46.35
41.32
39.46
33.18
35.93
42.73
36.19
34.56
33.22
38.94
37.68
34.24
37.62
47.02
38.78
40.94
44.49
50.52
40.43
41.97
52.04
35.93
34.87
30.98
42.53
54.34
40.88
37.8
41.86
35.92
32.03
32.87
28.37
16.48
28.77
26.47
26.39
35.65
28.14
27.14
24.63
31.25
26.12
31.01
32.2
24.71
17.26
32.75
32.8
30.99
32.36
26.87
26.66
41.35861
41.42
52.69
54.38
60.86
55.85
53.15
51.16
46.42
51.88
50.85
61.01
63.47
56.08
51.6
56.34
58.93
53.47
49.58
47.48
50.64
42.15
31.37
40.96
55.46
55.89
54.35
53.28
44.08
36.96
46.16
41.86
46.81
45.94
47.94
50.19
49.7
39.2
40.13
46.1
52.23
46.9
42.77
33.12
49.74
53.71
41.35861
48.05
51.58
45.46
36.49
31.03
41.35861
36.97
38.18
40.4
33.86
40.43
56.15
41.35861
41.35861
29.5
20.03
22.66
41.99
36.58
29.83
37.11
44.16
28.47
36.87
27.8
41.35861
41.35861
33.6
41.35861
41.35861
14.72
41.35861
14.08
41.35861
18.85
19.02
41.35861
20.65
18.69
18.59
20.39
23.26
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
41.35861
12.54
11.75
11.45
41.35861
41.35861
5.76
4.93
8.29
4.76
14.4
41.35861
9.14
6.21
2.93
