PM10
153.04
151.95
159.32
148.55
142.16
158.24
146.35
127.1
97.11
84.76
115.18
141.01
130.96
103.46
110.35
131.01
161.56
124.91
127.63
108.77
136.17
146.65
122
89.74
120.11
127.44
121.31
108.02
107
85.15
109.01
135.42
133.73
131.98
105.43
111.11
126.47
111.96
109.29
112.62
126.89
118.95
156.33
146.34
70.35
81.08
123.59
114.52
124.38
142.22
144.71
137.57
144.03
117.2
126.41
157.78
134.4
95.69
133.86
138.59
125.32
96.64
109.57
139.92
153.22
142.67
153.25
151.07
144.31
107.04
94.25
90.6
100.72
120.96
94.91
79.59
90.15
87.65
83.58
95.75
107.49
100.11
119.82
62.89
71.35
96.31
104.23
87.15
98.41
73.3
64.49
60.33
62.89
76.32
91.97
100.28
125.65
111.4
103.38
93.89
117.08
94.8
93.4
89.92
80.83
93.93
84.17
63.75
65.18
45.65
64.3
67.97
76.07
66.25
78.17
90.03
102.07
111.29
64.76538
85.58
90.09
73.23
68.07
82.88
92.65
67.97
68.37
98.13
86.91
81.04
67.83
57.37
56.56
58.42
63.82
62.24
61.25
77.98
64.43
44.95
29.46
32.91
11.94
35.08
52.84
37.88
42.16
42.62
46.37
37.68
74.45
67.98
76.72
80.9
49.27
32.25
27.9
5.19
5.86
15.95
14.2
11.77
24.31
39.97
48.57
38.69
18.64
26.55
16.21
22.62
12.01
31.55
46.45
45.67
42.44
56.76
51.87
48.55
57
62.91
39.62
41.53
22.76
17.85
22.93
23.34
27.17
14.29
35.24
38.61
19.42
25.21
25.75
18.95
9.42
16.05
19.59
19.66
19.94
46.78
40.17
41.51
35.4
42.88
42.06
58.36
53.41
44.27
63.47
54.4
60.21
60.83
50.84
55.95
43.67
46.24
34.32
54.36
56.03
58.52
39.88
31.39
37.63
27.69
42.01
23.92
21.59
19.28
21.41
20.59
21.83
31.13
35.49
49.1
42.13
31.07
46.35
36.9
36.41
33.21
45.84
41.33
59.52
51.06
43.71
48.87
33.98
36.33
28.17
24.04
32.29
35.05
31.29
32.31
40.83
68.54
46.48
57.12
74.86
75.58
66.9
55.91
68.6
66.38
54.01
62.54
100.04
131.33
138.41
132.44
79.64
24.19
20.14
41.01
26.44
44.44
29.61
30.16
45.99
114.36
75.35
56.66
54.31
37.05
37.94
39.57
37.15
46.86
62.71
65.38
54.51
36.51
61.85
67.7
92.24
109.92
110.48
126.74
123.93
120.94
134.89
149.76
162.87
151.12
160.97
144.14
148.98
136.51
138.26
147.82
146.88
143.44
140.42
123.9
79.65
54.46
92.75
150.73
149.01
140.86
137.7
119.62
138.18
97.12
115.65
93.01
115.76
111.96
125.55
113.78
131.49
146.83
149.79
145.88
151.87
137.06
114.55
149.52
134.42
118.88
116.35
128
111.94
102.05
107.25
137.94
148.53
144.09
151.29
99.27
133.4
126.22
124.93
98.44
121.97
86.31
121.7
159.71
159.1
142.22
123.6
127.84
137.14
162.69
153.09
109.09
95.13
70.75
105.32
115.33
132.63
110.86
92.09
97.14
113.58
94.73
80.71
96.24
85.24
71.76
82.66
89.74
107.48
119.63
105.78
79.84
134.57
142.73
115.35
121.02
111.67
122.84
103.95
126.81
101.49
121.06
139.31
114.26
99
83.99
97.04
101.36
84.76
97.23
90.42
78.24
86.55
78.13
83.46
59.88
60.74
70.26
109.45
115.54
105.33
82.9
76.76
59.09
68.37
56.81
53.82
48.58
45.79
30.8
24.76
32.42
34.4
25.48
30.52
29.47
31.21
29.57
39.4
41.18
38.43
32.94
32.44
39.8
39.88
47.48
44.32
39.83
51.71
43.6
38.92
37.57
33.58
34.03
32.98
28.89
33.15
33.07
36.11
26.66
28.57
33.25
31.36
43.25
35.93
32.53
31.42
36.05
32.46
25.16
18.67
18.4
18.4
42.12
40.57
36.5
35.48
33.81
38.46
29.21
29.05
39.97
38.15
44.57
34.44
30.43
31.35
32.17
36.28
39.91
42.93
43.7
40.94
38.52
31.64
28.31
23.04
14.66
12.79
5.43
15.63
22.43
23.2
22.3
16.16
19.83
19.79
14.33
14.24
16.45
10.18
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
22.04
24.67
25.45
15.77
15.27
16.2
17
25.83
14.95
15
12.55
17.39
20.18
16.17
31.17
29.69
22.11
20.65
28.22
35.34
39.37
26.01
22.16
14.22
9.31
11.76
17.54
19.12
35.46
29.63
38.45
22.04
8.04
7.49
22.71
14.05
9.58
11.68
24.53
15.81
13.87
13.67
19.38
8.55
7.41
9.77
10.25
17.47
20.27
28.15
28.05
18.84
16.27
12.13
14.32
11.38
18.74
11.91
11.36
14.41
15.17
13.04
13.67
21.88
17.97
21.47
23.72
24.93
14.09
14.19
19.62
20.83
21.21
45.13
53.51
51.7
40.62
34.91
25.51
26.29
34.03
29.24
30.09
17.76
24.37
15.58
18.8
19.4
18.74
24.11
26.04
33.94
24.91
22.58
20.05
12.85
18.57
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
25.02
23.94
28.43
31.1
38.92
40.43
86.16
60.4
66.83
58.95
69.41
55.66
64.74
90.13
71.22
50.69
47.71
49.02
56
54.68
49.29
57.36
56.68
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
37
26.89
28.32
40.82
41.29
49.2
56.21
55.22
53.25
60.99
54.37
51.93
43.66
47.54
56.22
47.67
45.47
43.71
51.24
49.57
45.05
49.77
62.06
51.02
53.87
58.54
66.47
53.2
55.22
68.47
47.28
45.88
40.76
55.96
71.5
53.79
49.74
55.09
47.26
42.14
43.25
37.33
21.68
37.86
34.83
34.73
46.91
37.02
35.71
33.3
40.07
34.37
40.8
42.36
32.51
22.71
43.1
43.14
40.77
42.58
35.35
35.08
64.76538
54.5
69.33
71.55
80.07
73.48
69.93
67.31
61.17
68.27
66.91
80.03
85.77
73.79
67.9
74.4
77.54
70.36
65.1
62.47
66.77
55.46
41.27
53.95
72.97
73.65
71.83
70.29
57.25
47.52
59.35
53.82
60.18
59.06
61.51
64.53
63.82
50.4
51.63
59.42
67.16
60.3
54.99
42.58
63.95
69.05
64.76538
61.78
66.31
60.01
51.31
43.64
64.76538
51.98
53.69
56.74
47.61
57.16
78.96
64.76538
64.76538
41.49
28.16
31.87
59.05
51.36
41.95
52.19
62.1
40.03
51.85
39.1
64.76538
64.76538
22.1
28.48
27.83
21.82
64.76538
19.8
64.76538
27.25
26.74
64.76538
29.04
26.29
26.15
28.67
32.7
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
17.63
16.52
16.1
64.76538
64.76538
8.09
6.93
11.65
6.7
20.25
64.76538
12.86
8.74
4.13
10.51
9.47
7.81
8.93
21.86
21.37
21.07
21.95
27
28.13
59.04
70.07
58.08
49.46
39.51
25.56
34.99
26.05
22.25
11.12
21.74
31.3
31.8
27.61
64.76538
39.93
42.35
42.32
26.06
33.62
22.58
14.81
64.76538
64.76538
22.09
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
64.76538
24.55
21.93
20.25
23.58
17.3
64.76538
64.76538
64.76538
26.52
25.67
29.01
36.25
38.75
38.65
44.14
36.72
31.18
28.1
39.41
26.23
15.55
32.04
25.21
21.66
25.51
23.66
19.89
27.87
35.02
30.28
28.46
23.55
43.71
55.67
48.5
53.12
30.57
22.52
23.65
20.67
21.34
19.61
24.21
19.76
14.03
18.68
18.03
16.01
9.89
19.89
49.27
53.37
48.71
37.49
28.7
21.02
23.43
24.91
26.89
33.58
38.1
36.83
